,free_node_coor_list,14:35:48,25567
304,-19,28,-1
305,-19,29,-1
306,-17,28,-2
307,-17,29,-2
308,-18,28,-1
309,-17,28,-1
310,-18,29,-1
311,-17,29,-1
312,-19,30,-2
313,-19,31,-2
314,-19,30,-1
315,-19,31,-1
316,-18,30,-2
317,-17,30,-2
318,-18,31,-2
319,-17,31,-2
320,-18,30,-1
321,-17,30,-1
322,-18,31,-1
323,-17,31,-1
324,-11,22,-1
325,-11,23,-1
326,-16,25,-2
327,-16,24,-1
328,-16,26,-2
329,-16,27,-2
330,-11,24,-1
331,-11,25,-1
332,-10,25,-1
333,-11,26,-1
334,-11,27,-1
335,-10,26,-2
336,-10,27,-2
337,-16,29,-3
338,-16,30,-3
339,-16,31,-3
340,-16,28,-2
341,-10,31,-3
342,-11,28,-1
343,-11,29,-1
344,-10,28,-2
345,-10,29,-2
346,-11,30,-2
347,-11,31,-2
348,-10,30,-2
349,0,0,-1
350,1,0,-1
351,0,1,-1
352,2,0,-1
353,0,2,-1
354,0,3,-1
355,4,1,-1
356,5,1,-1
357,6,0,-1
358,6,1,-1
359,0,4,-1
360,0,5,-1
361,0,6,-1
362,8,1,-1
363,9,1,-1
364,10,1,-1
365,11,1,-1
366,11,2,-1
367,12,1,-1
368,12,2,-1
369,13,2,-1
370,14,2,-1
371,15,2,-1
372,16,2,-1
373,17,2,-1
374,17,3,-1
375,18,2,-1
376,19,2,-1
377,18,3,-1
378,19,3,-1
379,20,2,-1
380,21,2,-1
381,20,3,-1
382,21,3,-1
383,22,2,-1
384,22,3,-1
385,23,3,-1
386,23,4,-1
387,24,3,-1
388,25,3,-1
389,26,3,-1
390,27,3,-1
391,28,3,-1
392,29,3,-1
393,30,3,-1
394,31,3,-1
395,24,4,-1
396,25,4,-1
397,26,4,-1
398,27,4,-1
399,28,4,-1
400,29,5,-1
401,30,5,-1
402,31,5,-1
403,15,25,-1
404,15,26,-1
405,15,27,-1
406,9,29,-1
407,8,30,-1
408,8,31,-1
409,15,28,-2
410,15,29,-2
411,12,31,-1
412,15,30,-2
413,15,31,-2
414,16,24,-1
415,19,30,-1
416,19,31,-1
417,-28,-27,0
418,-27,-27,0
419,-26,-27,0
420,-25,-26,0
421,-21,-31,3
422,-21,-30,3
423,-21,-29,3
424,-18,-31,1
425,-17,-31,1
426,-18,-30,1
427,-17,-30,1
428,-17,-29,1
429,-20,-31,2
430,-20,-32,3
431,-20,-31,3
432,-19,-31,3
433,-18,-31,2
434,-17,-31,2
435,-18,-31,3
436,-17,-31,3
437,-20,-30,2
438,-20,-29,2
439,-20,-30,3
440,-19,-30,3
441,-20,-29,3
442,-19,-29,3
443,-18,-30,2
444,-18,-29,2
445,-18,-30,3
446,-17,-30,3
447,-18,-29,3
448,-17,-29,3
449,-24,-26,0
450,-23,-26,0
451,-22,-26,1
452,-21,-26,1
453,-21,-28,3
454,-21,-27,3
455,-21,-26,3
456,-20,-26,1
457,-19,-25,1
458,-18,-25,1
459,-17,-25,1
460,-20,-28,2
461,-20,-27,2
462,-20,-28,3
463,-19,-28,3
464,-20,-27,3
465,-19,-27,3
466,-18,-28,2
467,-17,-28,2
468,-18,-27,2
469,-18,-28,3
470,-17,-28,3
471,-18,-27,3
472,-17,-27,3
473,-19,-25,2
474,-20,-26,3
475,-20,-25,3
476,-18,-26,2
477,-17,-26,2
478,-17,-25,2
479,-18,-26,3
480,-18,-25,3
481,-17,-25,3
482,-21,-31,4
483,-22,-31,5
484,-21,-30,4
485,-21,-29,4
486,-22,-30,5
487,-22,-29,5
488,-21,-31,6
489,-21,-31,7
490,-21,-30,6
491,-21,-29,6
492,-21,-30,7
493,-21,-29,7
494,-20,-31,4
495,-19,-31,4
496,-20,-31,5
497,-19,-31,5
498,-18,-31,4
499,-17,-31,4
500,-18,-31,5
501,-17,-31,5
502,-20,-30,4
503,-19,-30,4
504,-20,-29,4
505,-19,-29,4
506,-20,-30,5
507,-19,-30,5
508,-20,-29,5
509,-19,-29,5
510,-18,-30,4
511,-17,-30,4
512,-18,-29,4
513,-17,-29,4
514,-18,-30,5
515,-17,-30,5
516,-18,-29,5
517,-17,-29,5
518,-20,-31,6
519,-19,-31,6
520,-20,-31,7
521,-19,-31,7
522,-18,-31,6
523,-17,-31,6
524,-18,-31,7
525,-17,-31,7
526,-20,-30,6
527,-19,-30,6
528,-20,-29,6
529,-19,-29,6
530,-20,-30,7
531,-19,-30,7
532,-20,-29,7
533,-19,-29,7
534,-18,-30,6
535,-17,-30,6
536,-18,-29,6
537,-17,-29,6
538,-18,-30,7
539,-17,-30,7
540,-18,-29,7
541,-17,-29,7
542,-21,-28,4
543,-21,-27,4
544,-22,-28,5
545,-22,-27,5
546,-21,-27,5
547,-21,-26,4
548,-21,-25,4
549,-22,-26,5
550,-21,-26,5
551,-22,-25,5
552,-21,-25,5
553,-21,-28,6
554,-21,-27,6
555,-21,-28,7
556,-21,-27,7
557,-21,-26,6
558,-21,-25,6
559,-21,-26,7
560,-21,-25,7
561,-20,-28,4
562,-19,-28,4
563,-20,-27,4
564,-19,-27,4
565,-20,-28,5
566,-19,-28,5
567,-20,-27,5
568,-19,-27,5
569,-18,-28,4
570,-17,-28,4
571,-18,-27,4
572,-17,-27,4
573,-18,-28,5
574,-17,-28,5
575,-18,-27,5
576,-17,-27,5
577,-20,-26,4
578,-19,-26,4
579,-20,-25,4
580,-19,-25,4
581,-20,-26,5
582,-19,-26,5
583,-20,-25,5
584,-19,-25,5
585,-18,-26,4
586,-17,-26,4
587,-18,-25,4
588,-17,-25,4
589,-18,-26,5
590,-17,-26,5
591,-18,-25,5
592,-17,-25,5
593,-20,-28,6
594,-19,-28,6
595,-20,-27,6
596,-19,-27,6
597,-20,-28,7
598,-19,-28,7
599,-20,-27,7
600,-19,-27,7
601,-18,-28,6
602,-17,-28,6
603,-18,-27,6
604,-17,-27,6
605,-18,-28,7
606,-17,-28,7
607,-18,-27,7
608,-17,-27,7
609,-20,-26,6
610,-19,-26,6
611,-20,-25,6
612,-19,-25,6
613,-20,-26,7
614,-19,-26,7
615,-20,-25,7
616,-19,-25,7
617,-18,-26,6
618,-17,-26,6
619,-18,-25,6
620,-17,-25,6
621,-18,-26,7
622,-17,-26,7
623,-18,-25,7
624,-17,-25,7
625,-31,-19,0
626,-32,-20,1
627,-31,-20,1
628,-31,-19,1
629,-30,-19,1
630,-29,-19,1
631,-31,-20,2
632,-31,-19,2
633,-31,-20,3
634,-31,-19,3
635,-30,-20,2
636,-30,-19,2
637,-29,-19,2
638,-30,-20,3
639,-29,-20,3
640,-30,-19,3
641,-29,-19,3
642,-31,-18,2
643,-32,-17,2
644,-31,-17,2
645,-31,-18,3
646,-31,-17,3
647,-30,-18,2
648,-29,-18,2
649,-30,-17,2
650,-29,-17,2
651,-30,-18,3
652,-29,-18,3
653,-30,-17,3
654,-29,-17,3
655,-28,-19,1
656,-27,-19,1
657,-26,-19,1
658,-25,-19,1
659,-28,-19,2
660,-27,-19,2
661,-28,-20,3
662,-28,-19,3
663,-27,-19,3
664,-25,-19,2
665,-26,-19,3
666,-25,-19,3
667,-28,-18,2
668,-27,-18,2
669,-28,-17,2
670,-28,-18,3
671,-27,-18,3
672,-28,-17,3
673,-27,-17,3
674,-26,-18,2
675,-25,-18,2
676,-26,-18,3
677,-25,-18,3
678,-26,-17,3
679,-25,-17,3
680,-32,-21,4
681,-31,-21,4
682,-31,-21,5
683,-30,-21,4
684,-29,-21,4
685,-31,-24,6
686,-30,-24,6
687,-29,-24,6
688,-32,-21,6
689,-31,-21,6
690,-30,-21,6
691,-29,-21,6
692,-28,-24,6
693,-27,-23,6
694,-26,-23,6
695,-25,-23,6
696,-28,-21,6
697,-27,-21,6
698,-26,-21,6
699,-25,-21,7
700,-31,-20,4
701,-31,-19,4
702,-31,-20,5
703,-31,-19,5
704,-30,-20,4
705,-29,-20,4
706,-30,-19,4
707,-29,-19,4
708,-30,-20,5
709,-29,-20,5
710,-30,-19,5
711,-29,-19,5
712,-31,-18,4
713,-31,-17,4
714,-31,-18,5
715,-31,-17,5
716,-30,-18,4
717,-29,-18,4
718,-30,-17,4
719,-29,-17,4
720,-30,-18,5
721,-29,-18,5
722,-30,-17,5
723,-29,-17,5
724,-31,-20,6
725,-31,-19,6
726,-31,-19,7
727,-30,-20,6
728,-29,-20,6
729,-30,-19,6
730,-29,-19,6
731,-30,-19,7
732,-29,-19,7
733,-31,-18,6
734,-31,-17,6
735,-31,-18,7
736,-31,-17,7
737,-30,-18,6
738,-29,-18,6
739,-30,-17,6
740,-29,-17,6
741,-30,-18,7
742,-29,-18,7
743,-30,-17,7
744,-29,-17,7
745,-27,-20,4
746,-28,-19,4
747,-27,-19,4
748,-28,-20,5
749,-27,-20,5
750,-28,-19,5
751,-27,-19,5
752,-26,-20,4
753,-25,-20,4
754,-26,-19,4
755,-25,-19,4
756,-26,-20,5
757,-25,-20,5
758,-26,-19,5
759,-25,-19,5
760,-28,-18,4
761,-27,-18,4
762,-28,-17,4
763,-27,-17,4
764,-28,-18,5
765,-27,-18,5
766,-28,-17,5
767,-27,-17,5
768,-26,-18,4
769,-25,-18,4
770,-26,-17,4
771,-25,-17,4
772,-26,-18,5
773,-25,-18,5
774,-26,-17,5
775,-25,-17,5
776,-28,-20,6
777,-27,-20,6
778,-28,-19,6
779,-27,-19,6
780,-28,-19,7
781,-27,-19,7
782,-26,-20,6
783,-25,-20,6
784,-26,-19,6
785,-25,-19,6
786,-25,-20,7
787,-26,-19,7
788,-25,-19,7
789,-28,-18,6
790,-27,-18,6
791,-28,-17,6
792,-27,-17,6
793,-28,-18,7
794,-27,-18,7
795,-28,-17,7
796,-27,-17,7
797,-26,-18,6
798,-25,-18,6
799,-26,-17,6
800,-25,-17,6
801,-26,-18,7
802,-25,-18,7
803,-26,-17,7
804,-25,-17,7
805,-19,-24,2
806,-19,-23,2
807,-20,-24,3
808,-20,-23,3
809,-17,-24,2
810,-18,-24,3
811,-17,-24,3
812,-18,-23,3
813,-17,-23,3
814,-20,-22,3
815,-19,-22,3
816,-20,-21,3
817,-19,-21,3
818,-17,-22,3
819,-17,-21,3
820,-24,-19,1
821,-23,-19,1
822,-24,-19,2
823,-23,-19,2
824,-24,-19,3
825,-23,-19,3
826,-22,-19,2
827,-21,-19,2
828,-22,-19,3
829,-21,-19,3
830,-24,-18,2
831,-24,-18,3
832,-23,-18,3
833,-24,-17,3
834,-23,-17,3
835,-22,-18,3
836,-21,-18,3
837,-22,-17,3
838,-21,-17,3
839,-20,-19,2
840,-19,-19,2
841,-20,-20,3
842,-19,-20,3
843,-20,-19,3
844,-19,-19,3
845,-18,-19,2
846,-17,-19,2
847,-18,-20,3
848,-18,-19,3
849,-17,-19,3
850,-20,-18,3
851,-19,-18,3
852,-20,-17,3
853,-19,-17,3
854,-18,-18,3
855,-17,-18,3
856,-18,-17,3
857,-17,-17,3
858,-21,-24,4
859,-21,-23,4
860,-21,-24,5
861,-21,-23,5
862,-21,-22,4
863,-21,-21,4
864,-21,-22,5
865,-21,-21,5
866,-24,-23,6
867,-23,-23,6
868,-22,-24,6
869,-21,-24,6
870,-22,-23,6
871,-21,-23,6
872,-21,-24,7
873,-21,-23,7
874,-22,-22,6
875,-21,-22,6
876,-22,-21,6
877,-21,-21,6
878,-21,-22,7
879,-21,-21,7
880,-20,-24,4
881,-19,-24,4
882,-20,-23,4
883,-19,-23,4
884,-20,-24,5
885,-19,-24,5
886,-20,-23,5
887,-19,-23,5
888,-18,-24,4
889,-17,-24,4
890,-18,-23,4
891,-17,-23,4
892,-18,-24,5
893,-17,-24,5
894,-18,-23,5
895,-17,-23,5
896,-20,-22,4
897,-19,-22,4
898,-20,-21,4
899,-19,-21,4
900,-20,-22,5
901,-19,-22,5
902,-20,-21,5
903,-19,-21,5
904,-18,-22,4
905,-17,-22,4
906,-17,-21,4
907,-18,-22,5
908,-17,-22,5
909,-18,-21,5
910,-17,-21,5
911,-20,-24,6
912,-19,-24,6
913,-20,-23,6
914,-19,-23,6
915,-20,-24,7
916,-19,-24,7
917,-20,-23,7
918,-19,-23,7
919,-18,-24,6
920,-17,-24,6
921,-18,-23,6
922,-17,-23,6
923,-18,-24,7
924,-17,-24,7
925,-18,-23,7
926,-17,-23,7
927,-20,-22,6
928,-19,-22,6
929,-20,-21,6
930,-19,-21,6
931,-20,-22,7
932,-19,-22,7
933,-20,-21,7
934,-19,-21,7
935,-18,-22,6
936,-17,-22,6
937,-18,-21,6
938,-17,-21,6
939,-18,-22,7
940,-17,-22,7
941,-18,-21,7
942,-17,-21,7
943,-24,-20,4
944,-24,-19,4
945,-23,-19,4
946,-24,-20,5
947,-23,-20,5
948,-24,-19,5
949,-23,-19,5
950,-21,-20,4
951,-22,-19,4
952,-21,-19,4
953,-21,-20,5
954,-22,-19,5
955,-21,-19,5
956,-24,-18,4
957,-23,-18,4
958,-24,-17,4
959,-23,-17,4
960,-24,-18,5
961,-23,-18,5
962,-24,-17,5
963,-23,-17,5
964,-22,-18,4
965,-21,-18,4
966,-22,-17,4
967,-21,-17,4
968,-22,-18,5
969,-21,-18,5
970,-22,-17,5
971,-21,-17,5
972,-24,-20,6
973,-23,-20,6
974,-24,-19,6
975,-23,-19,6
976,-24,-20,7
977,-23,-20,7
978,-24,-19,7
979,-23,-19,7
980,-22,-20,6
981,-21,-20,6
982,-22,-19,6
983,-21,-19,6
984,-22,-20,7
985,-21,-20,7
986,-22,-19,7
987,-21,-19,7
988,-24,-18,6
989,-23,-18,6
990,-24,-17,6
991,-23,-17,6
992,-24,-18,7
993,-23,-18,7
994,-24,-17,7
995,-23,-17,7
996,-22,-18,6
997,-21,-18,6
998,-22,-17,6
999,-21,-17,6
1000,-22,-18,7
1001,-21,-18,7
1002,-22,-17,7
1003,-21,-17,7
1004,-20,-20,4
1005,-19,-20,4
1006,-20,-19,4
1007,-19,-19,4
1008,-20,-20,5
1009,-19,-20,5
1010,-20,-19,5
1011,-19,-19,5
1012,-18,-20,4
1013,-18,-19,4
1014,-17,-19,4
1015,-18,-20,5
1016,-17,-20,5
1017,-18,-19,5
1018,-17,-19,5
1019,-20,-18,4
1020,-19,-18,4
1021,-20,-17,4
1022,-19,-17,4
1023,-20,-18,5
1024,-19,-18,5
1025,-20,-17,5
1026,-19,-17,5
1027,-18,-18,4
1028,-17,-18,4
1029,-18,-17,4
1030,-17,-17,4
1031,-18,-18,5
1032,-17,-18,5
1033,-18,-17,5
1034,-17,-17,5
1035,-20,-20,6
1036,-19,-20,6
1037,-20,-19,6
1038,-19,-19,6
1039,-20,-20,7
1040,-19,-20,7
1041,-20,-19,7
1042,-19,-19,7
1043,-18,-20,6
1044,-17,-20,6
1045,-18,-19,6
1046,-17,-19,6
1047,-18,-20,7
1048,-17,-20,7
1049,-18,-19,7
1050,-17,-19,7
1051,-20,-18,6
1052,-19,-18,6
1053,-20,-17,6
1054,-19,-17,6
1055,-20,-18,7
1056,-19,-18,7
1057,-20,-17,7
1058,-19,-17,7
1059,-18,-18,6
1060,-17,-18,6
1061,-18,-17,6
1062,-17,-17,6
1063,-18,-18,7
1064,-17,-18,7
1065,-18,-17,7
1066,-17,-17,7
1067,-21,-31,8
1068,-21,-31,9
1069,-21,-30,8
1070,-21,-30,9
1071,-21,-29,9
1072,-21,-31,11
1073,-21,-29,11
1074,-20,-31,8
1075,-19,-31,8
1076,-19,-32,9
1077,-20,-31,9
1078,-19,-31,9
1079,-18,-31,8
1080,-17,-31,8
1081,-18,-31,9
1082,-17,-31,9
1083,-20,-30,8
1084,-19,-30,8
1085,-20,-29,8
1086,-19,-29,8
1087,-20,-30,9
1088,-19,-30,9
1089,-20,-29,9
1090,-19,-29,9
1091,-18,-30,8
1092,-17,-30,8
1093,-18,-29,8
1094,-17,-29,8
1095,-18,-30,9
1096,-17,-30,9
1097,-18,-29,9
1098,-17,-29,9
1099,-20,-31,10
1100,-19,-31,10
1101,-20,-31,11
1102,-19,-31,11
1103,-18,-31,10
1104,-17,-31,10
1105,-18,-31,11
1106,-17,-31,11
1107,-20,-30,10
1108,-19,-30,10
1109,-20,-29,10
1110,-19,-29,10
1111,-20,-30,11
1112,-19,-30,11
1113,-20,-29,11
1114,-19,-29,11
1115,-18,-30,10
1116,-17,-30,10
1117,-18,-29,10
1118,-17,-29,10
1119,-18,-30,11
1120,-17,-30,11
1121,-18,-29,11
1122,-17,-29,11
1123,-21,-28,9
1124,-21,-27,9
1125,-21,-25,8
1126,-21,-26,9
1127,-21,-25,9
1128,-21,-28,11
1129,-21,-27,11
1130,-21,-26,11
1131,-20,-28,8
1132,-19,-28,8
1133,-20,-27,8
1134,-19,-27,8
1135,-20,-28,9
1136,-19,-28,9
1137,-20,-27,9
1138,-19,-27,9
1139,-18,-28,8
1140,-17,-28,8
1141,-18,-27,8
1142,-17,-27,8
1143,-18,-28,9
1144,-17,-28,9
1145,-18,-27,9
1146,-17,-27,9
1147,-20,-26,8
1148,-19,-26,8
1149,-20,-25,8
1150,-19,-25,8
1151,-20,-26,9
1152,-19,-26,9
1153,-20,-25,9
1154,-19,-25,9
1155,-18,-26,8
1156,-17,-26,8
1157,-18,-25,8
1158,-17,-25,8
1159,-18,-26,9
1160,-17,-26,9
1161,-18,-25,9
1162,-17,-25,9
1163,-20,-28,10
1164,-19,-28,10
1165,-20,-27,10
1166,-19,-27,10
1167,-20,-28,11
1168,-19,-28,11
1169,-20,-27,11
1170,-19,-27,11
1171,-18,-28,10
1172,-17,-28,10
1173,-18,-27,10
1174,-17,-27,10
1175,-18,-28,11
1176,-18,-27,11
1177,-20,-26,10
1178,-19,-26,10
1179,-20,-25,10
1180,-19,-25,10
1181,-20,-26,11
1182,-19,-26,11
1183,-20,-25,11
1184,-19,-25,11
1185,-18,-26,10
1186,-17,-26,10
1187,-18,-25,10
1188,-17,-25,10
1189,-18,-26,11
1190,-18,-25,11
1191,-17,-25,11
1192,-21,-32,12
1193,-21,-31,12
1194,-21,-31,13
1195,-21,-30,12
1196,-21,-29,12
1197,-21,-29,13
1198,-21,-32,14
1199,-21,-31,14
1200,-21,-31,15
1201,-21,-30,14
1202,-21,-29,14
1203,-20,-31,12
1204,-19,-31,12
1205,-19,-32,13
1206,-20,-31,13
1207,-19,-31,13
1208,-17,-32,12
1209,-17,-31,12
1210,-18,-32,13
1211,-18,-31,13
1212,-20,-30,12
1213,-19,-30,12
1214,-20,-29,12
1215,-19,-29,12
1216,-20,-30,13
1217,-19,-30,13
1218,-20,-29,13
1219,-19,-29,13
1220,-17,-30,12
1221,-17,-29,12
1222,-18,-30,13
1223,-18,-29,13
1224,-20,-31,14
1225,-19,-31,14
1226,-20,-31,15
1227,-19,-31,15
1228,-18,-31,14
1229,-17,-32,15
1230,-18,-31,15
1231,-17,-31,15
1232,-19,-30,14
1233,-20,-29,14
1234,-19,-29,14
1235,-20,-30,15
1236,-19,-30,15
1237,-20,-29,15
1238,-19,-29,15
1239,-18,-30,14
1240,-18,-29,14
1241,-17,-30,15
1242,-17,-29,15
1243,-21,-28,13
1244,-20,-28,12
1245,-19,-28,12
1246,-20,-27,12
1247,-19,-27,12
1248,-20,-28,13
1249,-19,-28,13
1250,-20,-27,13
1251,-19,-27,13
1252,-18,-28,12
1253,-17,-28,12
1254,-18,-27,12
1255,-17,-27,12
1256,-18,-28,13
1257,-18,-27,13
1258,-20,-26,12
1259,-19,-26,12
1260,-20,-25,12
1261,-19,-25,12
1262,-20,-26,13
1263,-19,-26,13
1264,-19,-25,13
1265,-18,-26,12
1266,-17,-26,12
1267,-18,-25,12
1268,-17,-25,12
1269,-18,-26,13
1270,-18,-25,13
1271,-20,-28,14
1272,-19,-28,14
1273,-20,-27,14
1274,-19,-27,14
1275,-20,-28,15
1276,-19,-28,15
1277,-18,-28,14
1278,-18,-27,14
1279,-17,-27,14
1280,-17,-28,15
1281,-20,-26,14
1282,-19,-26,14
1283,-19,-25,14
1284,-19,-26,15
1285,-20,-25,15
1286,-19,-25,15
1287,-18,-26,14
1288,-17,-26,14
1289,-17,-25,14
1290,-31,-21,8
1291,-31,-21,9
1292,-30,-21,8
1293,-29,-21,8
1294,-30,-21,9
1295,-29,-21,9
1296,-31,-21,10
1297,-30,-21,10
1298,-29,-21,10
1299,-28,-21,9
1300,-27,-21,9
1301,-26,-21,9
1302,-28,-21,10
1303,-27,-21,10
1304,-26,-21,10
1305,-25,-21,10
1306,-31,-20,8
1307,-31,-19,8
1308,-31,-20,9
1309,-31,-19,9
1310,-30,-20,8
1311,-29,-20,8
1312,-30,-19,8
1313,-29,-19,8
1314,-30,-20,9
1315,-29,-20,9
1316,-30,-19,9
1317,-29,-19,9
1318,-31,-18,8
1319,-31,-17,8
1320,-31,-18,9
1321,-31,-17,9
1322,-30,-18,8
1323,-29,-18,8
1324,-30,-17,8
1325,-29,-17,8
1326,-30,-18,9
1327,-29,-18,9
1328,-30,-17,9
1329,-29,-17,9
1330,-31,-20,10
1331,-31,-19,10
1332,-31,-19,11
1333,-30,-20,10
1334,-29,-20,10
1335,-30,-19,10
1336,-29,-19,10
1337,-30,-19,11
1338,-29,-19,11
1339,-31,-18,10
1340,-31,-17,10
1341,-31,-18,11
1342,-31,-17,11
1343,-30,-18,10
1344,-29,-18,10
1345,-30,-17,10
1346,-29,-17,10
1347,-30,-18,11
1348,-29,-18,11
1349,-30,-17,11
1350,-29,-17,11
1351,-28,-20,8
1352,-27,-20,8
1353,-28,-19,8
1354,-27,-19,8
1355,-28,-20,9
1356,-27,-20,9
1357,-28,-19,9
