,start_points,14:36:13,5212
2913,82,27,36
2914,82,27,36
2915,82,27,36
2916,77,26,35
2917,77,26,35
2918,77,26,35
2919,77,26,35
2920,76,28,36
2921,76,28,36
2922,76,28,36
2923,76,28,36
2924,73,30,37
2925,73,30,37
2926,73,30,37
2927,73,30,37
2928,69,31,38
2929,69,31,38
2930,69,31,38
2931,69,31,38
2932,72,32,37
2933,72,32,37
2934,72,32,37
2935,72,32,37
2936,72,35,37
2937,72,35,37
2938,72,35,37
2939,72,35,37
2940,71,37,38
2941,71,37,38
2942,71,37,38
2943,71,37,38
2944,75,37,39
2945,75,37,39
2946,75,37,39
2947,75,37,39
2948,76,38,39
2949,76,38,39
2950,76,38,39
2951,76,38,39
2952,73,40,39
2953,73,40,39
2954,73,40,39
2955,73,40,39
2956,72,41,38
2957,72,41,38
2958,72,41,38
2959,72,41,38
2960,73,40,37
2961,73,40,37
2962,73,40,37
2963,73,40,37
2964,74,43,38
2965,74,43,38
2966,74,43,38
2967,74,43,38
2968,73,45,39
2969,73,45,39
2970,73,45,39
2971,73,45,39
2972,76,49,40
2973,76,49,40
2974,76,49,40
2975,76,49,40
2976,75,52,40
2977,75,52,40
2978,75,52,40
2979,75,52,40
2980,74,52,38
2981,74,52,38
2982,74,52,38
2983,74,52,38
2984,73,54,39
2985,73,54,39
2986,73,54,39
2987,73,54,39
2988,73,56,40
2989,73,56,40
2990,73,56,40
2991,73,56,40
2992,69,57,39
2993,69,57,39
2994,69,57,39
2995,69,57,39
2996,66,56,38
2997,66,56,38
2998,66,56,38
2999,66,56,38
3000,63,57,39
3001,63,57,39
3002,63,57,39
3003,63,57,39
3004,64,61,39
3005,64,61,39
3006,64,61,39
3007,64,61,39
3008,64,62,39
3009,64,62,39
3010,64,62,39
3011,64,62,39
3012,68,62,39
3013,68,62,39
3014,68,62,39
3015,68,62,39
3016,71,62,38
3017,71,62,38
3018,71,62,38
3019,71,62,38
3020,71,63,39
3021,71,63,39
3022,71,63,39
3023,71,63,39
3024,73,64,40
3025,73,64,40
3026,73,64,40
3027,73,64,40
3028,77,63,39
3029,77,63,39
3030,77,63,39
3031,77,63,39
3032,79,64,40
3033,79,64,40
3034,79,64,40
3035,79,64,40
3036,80,65,41
3037,80,65,41
3038,80,65,41
3039,80,65,41
3040,76,65,38
3041,76,65,38
3042,76,65,38
3043,76,65,38
3044,75,67,38
3045,75,67,38
3046,75,67,38
3047,75,67,38
3048,73,70,39
3049,73,70,39
3050,73,70,39
3051,73,70,39
3052,73,72,41
3053,73,72,41
3054,73,72,41
3055,73,72,41
3056,74,73,40
3057,74,73,40
3058,74,73,40
3059,74,73,40
3060,76,73,39
3061,76,73,39
3062,76,73,39
3063,76,73,39
3064,76,74,37
3065,76,74,37
3066,76,74,37
3067,76,74,37
3068,74,74,38
3069,74,74,38
3070,74,74,38
3071,74,74,38
3072,75,74,39
3073,75,74,39
3074,75,74,39
3075,75,74,39
3076,74,75,41
3077,74,75,41
3078,74,75,41
3079,74,75,41
3080,76,76,42
3081,76,76,42
3082,76,76,42
3083,76,76,42
3084,81,72,38
3085,81,72,38
3086,81,72,38
3087,81,72,38
3088,81,70,36
3089,81,70,36
3090,81,70,36
3091,81,70,36
3092,83,72,38
3093,83,72,38
3094,83,72,38
3095,83,72,38
3096,81,72,39
3097,81,72,39
3098,81,72,39
3099,81,72,39
3100,79,73,40
3101,79,73,40
3102,79,73,40
3103,79,73,40
3104,74,73,41
3105,74,73,41
3106,74,73,41
3107,74,73,41
3108,74,72,41
3109,74,72,41
3110,74,72,41
3111,74,72,41
3112,76,72,38
3113,76,72,38
3114,76,72,38
3115,76,72,38
3116,80,76,39
3117,80,76,39
3118,80,76,39
3119,80,76,39
3120,78,78,41
3121,78,78,41
3122,78,78,41
3123,78,78,41
3124,77,77,41
3125,77,77,41
3126,77,77,41
3127,77,77,41
3128,75,78,43
3129,75,78,43
3130,75,78,43
3131,75,78,43
3132,72,78,42
3133,72,78,42
3134,72,78,42
3135,72,78,42
3136,72,75,41
3137,72,75,41
3138,72,75,41
3139,72,75,41
3140,75,73,40
3141,75,73,40
3142,75,73,40
3143,75,73,40
3144,72,73,41
3145,72,73,41
3146,72,73,41
3147,72,73,41
3148,72,73,41
3149,72,73,41
3150,72,73,41
3151,72,73,41
3152,77,71,40
3153,77,71,40
3154,77,71,40
3155,77,71,40
3156,79,71,39
3157,79,71,39
3158,79,71,39
3159,79,71,39
3160,80,71,40
3161,80,71,40
3162,80,71,40
3163,80,71,40
3164,79,72,41
3165,79,72,41
3166,79,72,41
3167,79,72,41
3168,75,71,39
3169,75,71,39
3170,75,71,39
3171,75,71,39
3172,72,73,39
3173,72,73,39
3174,72,73,39
3175,72,73,39
3176,72,73,40
3177,72,73,40
3178,72,73,40
3179,72,73,40
3180,73,74,40
3181,73,74,40
3182,73,74,40
3183,73,74,40
3184,71,75,40
3185,71,75,40
3186,71,75,40
3187,71,75,40
3188,72,75,40
3189,72,75,40
3190,72,75,40
3191,72,75,40
3192,73,75,40
3193,73,75,40
3194,73,75,40
3195,73,75,40
3196,76,76,40
3197,76,76,40
3198,76,76,40
3199,76,76,40
3200,77,76,39
3201,77,76,39
3202,77,76,39
3203,77,76,39
3204,76,76,39
3205,76,76,39
3206,76,76,39
3207,76,76,39
3208,74,77,40
3209,74,77,40
3210,74,77,40
3211,74,77,40
3212,73,77,39
3213,73,77,39
3214,73,77,39
3215,73,77,39
3216,72,77,40
3217,72,77,40
3218,72,77,40
3219,72,77,40
3220,77,73,38
3221,77,73,38
3222,77,73,38
3223,77,73,38
3224,77,73,38
3225,77,73,38
3226,77,73,38
3227,77,73,38
3228,78,70,38
3229,78,70,38
3230,78,70,38
3231,78,70,38
3232,78,73,39
3233,78,73,39
3234,78,73,39
3235,78,73,39
3236,76,76,41
3237,76,76,41
3238,76,76,41
3239,76,76,41
3240,73,76,41
3241,73,76,41
3242,73,76,41
3243,73,76,41
3244,73,78,42
3245,73,78,42
3246,73,78,42
3247,73,78,42
3248,71,77,41
3249,71,77,41
3250,71,77,41
3251,71,77,41
3252,71,75,39
3253,71,75,39
3254,71,75,39
3255,71,75,39
3256,70,74,39
3257,70,74,39
3258,70,74,39
3259,70,74,39
3260,73,73,39
3261,73,73,39
3262,73,73,39
3263,73,73,39
3264,73,72,39
3265,73,72,39
3266,73,72,39
3267,73,72,39
3268,76,74,41
3269,76,74,41
3270,76,74,41
3271,76,74,41
3272,73,75,41
3273,73,75,41
3274,73,75,41
3275,73,75,41
3276,70,77,41
3277,70,77,41
3278,70,77,41
3279,70,77,41
3280,70,79,42
3281,70,79,42
3282,70,79,42
3283,70,79,42
3284,70,79,40
3285,70,79,40
3286,70,79,40
3287,70,79,40
3288,72,76,38
3289,72,76,38
3290,72,76,38
3291,72,76,38
3292,76,70,34
3293,76,70,34
3294,76,70,34
3295,76,70,34
3296,75,71,38
3297,75,71,38
3298,75,71,38
3299,75,71,38
3300,73,75,42
3301,73,75,42
3302,73,75,42
3303,73,75,42
3304,72,79,44
3305,72,79,44
3306,72,79,44
3307,72,79,44
3308,71,79,42
3309,71,79,42
3310,71,79,42
3311,71,79,42
3312,67,77,39
3313,67,77,39
3314,67,77,39
3315,67,77,39
3316,63,77,38
3317,63,77,38
3318,63,77,38
3319,63,77,38
3320,61,77,39
3321,61,77,39
3322,61,77,39
3323,61,77,39
3324,60,73,40
3325,60,73,40
3326,60,73,40
3327,60,73,40
3328,55,70,39
3329,55,70,39
3330,55,70,39
3331,55,70,39
3332,55,69,40
3333,55,69,40
3334,55,69,40
3335,55,69,40
3336,51,67,39
3337,51,67,39
3338,51,67,39
3339,51,67,39
3340,51,68,39
3341,51,68,39
3342,51,68,39
3343,51,68,39
3344,50,68,39
3345,50,68,39
3346,50,68,39
3347,50,68,39
3348,51,69,40
3349,51,69,40
3350,51,69,40
3351,51,69,40
3352,47,68,39
3353,47,68,39
3354,47,68,39
3355,47,68,39
3356,48,67,39
3357,48,67,39
3358,48,67,39
3359,48,67,39
3360,50,69,41
3361,50,69,41
3362,50,69,41
3363,50,69,41
3364,49,69,40
3365,49,69,40
3366,49,69,40
3367,49,69,40
3368,50,72,41
3369,50,72,41
3370,50,72,41
3371,50,72,41
3372,47,74,41
3373,47,74,41
3374,47,74,41
3375,47,74,41
3376,45,74,40
3377,45,74,40
3378,45,74,40
3379,45,74,40
3380,41,74,38
3381,41,74,38
3382,41,74,38
3383,41,74,38
3384,42,76,39
3385,42,76,39
3386,42,76,39
3387,42,76,39
3388,41,76,39
3389,41,76,39
3390,41,76,39
3391,41,76,39
3392,39,76,39
3393,39,76,39
3394,39,76,39
3395,39,76,39
3396,37,75,39
3397,37,75,39
3398,37,75,39
3399,37,75,39
3400,35,73,39
3401,35,73,39
3402,35,73,39
3403,35,73,39
3404,32,71,39
3405,32,71,39
3406,32,71,39
3407,32,71,39
3408,29,69,38
3409,29,69,38
3410,29,69,38
3411,29,69,38
3412,28,69,39
3413,28,69,39
3414,28,69,39
3415,28,69,39
3416,27,69,40
3417,27,69,40
3418,27,69,40
3419,27,69,40
3420,23,69,39
3421,23,69,39
3422,23,69,39
3423,23,69,39
3424,21,70,40
3425,21,70,40
3426,21,70,40
3427,21,70,40
3428,19,71,40
3429,19,71,40
3430,19,71,40
3431,19,71,40
3432,18,72,39
3433,18,72,39
3434,18,72,39
3435,18,72,39
3436,17,72,38
3437,17,72,38
3438,17,72,38
3439,17,72,38
3440,15,72,37
3441,15,72,37
3442,15,72,37
3443,15,72,37
3444,11,73,36
3445,11,73,36
3446,11,73,36
3447,11,73,36
3448,10,75,39
3449,10,75,39
3450,10,75,39
3451,10,75,39
3452,8,76,40
3453,8,76,40
3454,8,76,40
3455,8,76,40
3456,6,77,40
3457,6,77,40
3458,6,77,40
3459,6,77,40
3460,4,77,40
3461,4,77,40
3462,4,77,40
3463,4,77,40
3464,0,76,38
3465,0,76,38
3466,0,76,38
3467,0,76,38
3468,-2,76,37
3469,-2,76,37
3470,-2,76,37
3471,-2,76,37
3472,-2,76,39
3473,-2,76,39
3474,-2,76,39
3475,-2,76,39
3476,-4,76,38
3477,-4,76,38
3478,-4,76,38
3479,-4,76,38
3480,-4,77,40
3481,-4,77,40
3482,-4,77,40
3483,-4,77,40
3484,-8,79,43
3485,-8,79,43
3486,-8,79,43
3487,-8,79,43
3488,-12,79,42
3489,-12,79,42
3490,-12,79,42
3491,-12,79,42
3492,-14,80,42
3493,-14,80,42
3494,-14,80,42
3495,-14,80,42
3496,-15,78,41
3497,-15,78,41
3498,-15,78,41
3499,-15,78,41
3500,-18,77,40
3501,-18,77,40
3502,-18,77,40
3503,-18,77,40
3504,-21,75,37
3505,-21,75,37
3506,-21,75,37
3507,-21,75,37
3508,-24,74,38
3509,-24,74,38
3510,-24,74,38
3511,-24,74,38
3512,-25,73,40
3513,-25,73,40
3514,-25,73,40
3515,-25,73,40
3516,-26,72,40
3517,-26,72,40
3518,-26,72,40
3519,-26,72,40
3520,-25,73,41
3521,-25,73,41
3522,-25,73,41
3523,-25,73,41
3524,-26,74,41
3525,-26,74,41
3526,-26,74,41
3527,-26,74,41
3528,-28,74,40
3529,-28,74,40
3530,-28,74,40
3531,-28,74,40
3532,-31,75,40
3533,-31,75,40
3534,-31,75,40
3535,-31,75,40
3536,-34,75,39
3537,-34,75,39
3538,-34,75,39
3539,-34,75,39
3540,-37,75,39
3541,-37,75,39
3542,-37,75,39
3543,-37,75,39
3544,-40,73,41
3545,-40,73,41
3546,-40,73,41
3547,-40,73,41
3548,-42,71,37
3549,-42,71,37
3550,-42,71,37
3551,-42,71,37
3552,-44,71,37
3553,-44,71,37
3554,-44,71,37
3555,-44,71,37
3556,-44,71,37
3557,-44,71,37
3558,-44,71,37
3559,-44,71,37
3560,-46,71,39
3561,-46,71,39
3562,-46,71,39
3563,-46,71,39
3564,-47,72,39
3565,-47,72,39
3566,-47,72,39
3567,-47,72,39
3568,-48,74,37
3569,-48,74,37
3570,-48,74,37
3571,-48,74,37
3572,-48,75,41
3573,-48,75,41
3574,-48,75,41
3575,-48,75,41
3576,-50,76,42
3577,-50,76,42
3578,-50,76,42
3579,-50,76,42
3580,-52,76,40
3581,-52,76,40
3582,-52,76,40
3583,-52,76,40
3584,-54,75,39
3585,-54,75,39
3586,-54,75,39
3587,-54,75,39
3588,-56,75,38
3589,-56,75,38
3590,-56,75,38
3591,-56,75,38
3592,-57,74,37
3593,-57,74,37
3594,-57,74,37
3595,-57,74,37
3596,-59,74,41
3597,-59,74,41
3598,-59,74,41
3599,-59,74,41
3600,-60,74,40
3601,-60,74,40
3602,-60,74,40
3603,-60,74,40
3604,-61,73,41
3605,-61,73,41
3606,-61,73,41
3607,-61,73,41
3608,-64,74,40
3609,-64,74,40
3610,-64,74,40
3611,-64,74,40
3612,-63,74,39
3613,-63,74,39
3614,-63,74,39
3615,-63,74,39
3616,-64,74,40
3617,-64,74,40
3618,-64,74,40
3619,-64,74,40
3620,-64,74,41
3621,-64,74,41
3622,-64,74,41
3623,-64,74,41
3624,-64,74,40
3625,-64,74,40
3626,-64,74,40
3627,-64,74,40
3628,-65,74,39
3629,-65,74,39
3630,-65,74,39
3631,-65,74,39
3632,-65,74,39
3633,-65,74,39
3634,-65,74,39
3635,-65,74,39
3636,-65,74,39
3637,-65,74,39
3638,-65,74,39
3639,-65,74,39
3640,-64,74,39
3641,-64,74,39
3642,-64,74,39
3643,-64,74,39
3644,-66,74,39
3645,-66,74,39
3646,-66,74,39
3647,-66,74,39
3648,-65,75,41
3649,-65,75,41
3650,-65,75,41
3651,-65,75,41
3652,-66,75,40
3653,-66,75,40
3654,-66,75,40
3655,-66,75,40
3656,-68,75,39
3657,-68,75,39
3658,-68,75,39
3659,-68,75,39
3660,-71,77,39
3661,-71,77,39
3662,-71,77,39
3663,-71,77,39
3664,-72,78,41
3665,-72,78,41
3666,-72,78,41
3667,-72,78,41
3668,-73,77,42
3669,-73,77,42
3670,-73,77,42
3671,-73,77,42
3672,-74,77,40
3673,-74,77,40
3674,-74,77,40
3675,-74,77,40
3676,-75,75,38
3677,-75,75,38
3678,-75,75,38
3679,-75,75,38
3680,-74,75,38
3681,-74,75,38
3682,-74,75,38
3683,-74,75,38
3684,-75,73,37
3685,-75,73,37
3686,-75,73,37
3687,-75,73,37
3688,-75,74,38
3689,-75,74,38
3690,-75,74,38
3691,-75,74,38
3692,-74,74,40
3693,-74,74,40
3694,-74,74,40
3695,-74,74,40
3696,-75,74,40
3697,-75,74,40
3698,-75,74,40
3699,-75,74,40
3700,-75,75,40
3701,-75,75,40
3702,-75,75,40
3703,-75,75,40
3704,-77,74,39
3705,-77,74,39
3706,-77,74,39
3707,-77,74,39
3708,-78,73,37
3709,-78,73,37
3710,-78,73,37
3711,-78,73,37
3712,-74,75,41
3713,-74,75,41
3714,-74,75,41
3715,-74,75,41
3716,-73,75,41
3717,-73,75,41
3718,-73,75,41
3719,-73,75,41
3720,-73,75,41
3721,-73,75,41
3722,-73,75,41
3723,-73,75,41
3724,-73,75,41
3725,-73,75,41
3726,-73,75,41
3727,-73,75,41
3728,-73,75,41
3729,-73,75,41
3730,-73,75,41
3731,-73,75,41
3732,-73,75,40
3733,-73,75,40
3734,-73,75,40
3735,-73,75,40
3736,-76,75,39
3737,-76,75,39
3738,-76,75,39
3739,-76,75,39
3740,-75,75,39
3741,-75,75,39
3742,-75,75,39
3743,-75,75,39
3744,-75,75,40
3745,-75,75,40
3746,-75,75,40
3747,-75,75,40
3748,-74,75,40
3749,-74,75,40
3750,-74,75,40
3751,-74,75,40
3752,-75,75,39
3753,-75,75,39
3754,-75,75,39
3755,-75,75,39
3756,-75,76,40
3757,-75,76,40
3758,-75,76,40
3759,-75,76,40
3760,-76,75,39
3761,-76,75,39
3762,-76,75,39
3763,-76,75,39
3764,-75,76,40
3765,-75,76,40
3766,-75,76,40
3767,-75,76,40
3768,-74,76,40
3769,-74,76,40
3770,-74,76,40
3771,-74,76,40
3772,-74,76,40
3773,-74,76,40
3774,-74,76,40
3775,-74,76,40
3776,-76,75,38
3777,-76,75,38
3778,-76,75,38
3779,-76,75,38
3780,-72,74,38
3781,-72,74,38
3782,-72,74,38
3783,-72,74,38
3784,-75,76,39
3785,-75,76,39
3786,-75,76,39
3787,-75,76,39
3788,-73,75,41
3789,-73,75,41
3790,-73,75,41
3791,-73,75,41
3792,-73,75,42
3793,-73,75,42
3794,-73,75,42
3795,-73,75,42
3796,-74,76,42
3797,-74,76,42
3798,-74,76,42
3799,-74,76,42
3800,-74,75,39
3801,-74,75,39
3802,-74,75,39
3803,-74,75,39
3804,-73,74,36
3805,-73,74,36
3806,-73,74,36
3807,-73,74,36
3808,-73,74,37
3809,-73,74,37
3810,-73,74,37
3811,-73,74,37
3812,-73,73,38
3813,-73,73,38
3814,-73,73,38
3815,-73,73,38
3816,-71,73,39
3817,-71,73,39
3818,-71,73,39
3819,-71,73,39
3820,-71,74,40
3821,-71,74,40
3822,-71,74,40
3823,-71,74,40
3824,-70,73,40
3825,-70,73,40
3826,-70,73,40
3827,-70,73,40
3828,-70,73,40
3829,-70,73,40
3830,-70,73,40
3831,-70,73,40
3832,-72,72,37
3833,-72,72,37
3834,-72,72,37
3835,-72,72,37
3836,-74,71,36
3837,-74,71,36
3838,-74,71,36
3839,-74,71,36
3840,-71,72,39
3841,-71,72,39
3842,-71,72,39
3843,-71,72,39
3844,-65,75,43
3845,-65,75,43
3846,-65,75,43
3847,-65,75,43
3848,-66,77,44
3849,-66,77,44
3850,-66,77,44
3851,-66,77,44
3852,-67,77,44
3853,-67,77,44
3854,-67,77,44
3855,-67,77,44
3856,-66,76,43
3857,-66,76,43
3858,-66,76,43
3859,-66,76,43
3860,-66,73,39
3861,-66,73,39
3862,-66,73,39
3863,-66,73,39
3864,-71,75,39
3865,-71,75,39
3866,-71,75,39
3867,-71,75,39
3868,-73,73,40
3869,-73,73,40
3870,-73,73,40
3871,-73,73,40
3872,-72,71,41
3873,-72,71,41
3874,-72,71,41
3875,-72,71,41
3876,-74,70,40
3877,-74,70,40
3878,-74,70,40
3879,-74,70,40
3880,-75,69,39
3881,-75,69,39
3882,-75,69,39
3883,-75,69,39
3884,-76,69,39
3885,-76,69,39
3886,-76,69,39
3887,-76,69,39
3888,-77,68,38
3889,-77,68,38
3890,-77,68,38
3891,-77,68,38
3892,-78,67,38
3893,-78,67,38
3894,-78,67,38
3895,-78,67,38
3896,-76,67,39
3897,-76,67,39
3898,-76,67,39
3899,-76,67,39
3900,-77,68,41
3901,-77,68,41
3902,-77,68,41
3903,-77,68,41
3904,-77,68,41
3905,-77,68,41
3906,-77,68,41
3907,-77,68,41
3908,-77,67,40
3909,-77,67,40
3910,-77,67,40
3911,-77,67,40
3912,-79,64,37
3913,-79,64,37
3914,-79,64,37
3915,-79,64,37
3916,-76,64,39
3917,-76,64,39
3918,-76,64,39
3919,-76,64,39
3920,-74,62,40
3921,-74,62,40
3922,-74,62,40
3923,-74,62,40
3924,-75,61,40
3925,-75,61,40
3926,-75,61,40
3927,-75,61,40
3928,-75,60,39
3929,-75,60,39
3930,-75,60,39
3931,-75,60,39
3932,-75,59,38
3933,-75,59,38
3934,-75,59,38
3935,-75,59,38
3936,-74,58,38
3937,-74,58,38
3938,-74,58,38
3939,-74,58,38
3940,-73,56,39
3941,-73,56,39
3942,-73,56,39
3943,-73,56,39
3944,-73,55,40
3945,-73,55,40
3946,-73,55,40
3947,-73,55,40
3948,-72,55,41
3949,-72,55,41
3950,-72,55,41
3951,-72,55,41
3952,-72,54,40
3953,-72,54,40
3954,-72,54,40
3955,-72,54,40
3956,-73,52,39
3957,-73,52,39
3958,-73,52,39
3959,-73,52,39
3960,-71,51,40
3961,-71,51,40
3962,-71,51,40
3963,-71,51,40
3964,-70,50,40
3965,-70,50,40
3966,-70,50,40
3967,-70,50,40
3968,-72,48,40
3969,-72,48,40
3970,-72,48,40
3971,-72,48,40
3972,-74,47,39
3973,-74,47,39
3974,-74,47,39
3975,-74,47,39
3976,-76,44,38
3977,-76,44,38
3978,-76,44,38
3979,-76,44,38
3980,-76,42,39
3981,-76,42,39
3982,-76,42,39
3983,-76,42,39
3984,-76,40,39
3985,-76,40,39
3986,-76,40,39
3987,-76,40,39
3988,-76,39,39
3989,-76,39,39
3990,-76,39,39
3991,-76,39,39
3992,-75,37,39
3993,-75,37,39
3994,-75,37,39
3995,-75,37,39
3996,-73,35,40
3997,-73,35,40
3998,-73,35,40
3999,-73,35,40
4000,-70,32,41
4001,-70,32,41
4002,-70,32,41
4003,-70,32,41
4004,-70,31,39
4005,-70,31,39
4006,-70,31,39
4007,-70,31,39
4008,-69,29,39
4009,-69,29,39
4010,-69,29,39
4011,-69,29,39
4012,-68,27,38
4013,-68,27,38
4014,-68,27,38
4015,-68,27,38
4016,-67,26,40
4017,-67,26,40
4018,-67,26,40
4019,-67,26,40
4020,-67,25,37
4021,-67,25,37
4022,-67,25,37
4023,-67,25,37
4024,-69,22,36
4025,-69,22,36
4026,-69,22,36
4027,-69,22,36
4028,-68,19,42
4029,-68,19,42
4030,-68,19,42
4031,-68,19,42
4032,-72,18,42
4033,-72,18,42
4034,-72,18,42
4035,-72,18,42
4036,-74,15,41
4037,-74,15,41
4038,-74,15,41
4039,-74,15,41
4040,-73,14,42
4041,-73,14,42
4042,-73,14,42
4043,-73,14,42
4044,-73,12,43
4045,-73,12,43
4046,-73,12,43
4047,-73,12,43
4048,-74,10,42
4049,-74,10,42
4050,-74,10,42
4051,-74,10,42
4052,-76,8,38
4053,-76,8,38
4054,-76,8,38
4055,-76,8,38
4056,-76,5,38
4057,-76,5,38
4058,-76,5,38
4059,-76,5,38
4060,-76,2,37
4061,-76,2,37
4062,-76,2,37
4063,-76,2,37
4064,-76,0,38
4065,-76,0,38
4066,-76,0,38
4067,-76,0,38
4068,-76,-2,40
4069,-76,-2,40
4070,-76,-2,40
4071,-76,-2,40
4072,-76,-5,40
4073,-76,-5,40
4074,-76,-5,40
4075,-76,-5,40
4076,-75,-7,40
4077,-75,-7,40
4078,-75,-7,40
4079,-75,-7,40
4080,-76,-9,39
4081,-76,-9,39
4082,-76,-9,39
4083,-76,-9,39
4084,-75,-11,41
4085,-75,-11,41
4086,-75,-11,41
4087,-75,-11,41
4088,-75,-14,41
4089,-75,-14,41
4090,-75,-14,41
4091,-75,-14,41
4092,-75,-16,40
4093,-75,-16,40
4094,-75,-16,40
4095,-75,-16,40
4096,-76,-17,38
4097,-76,-17,38
4098,-76,-17,38
4099,-76,-17,38
4100,-75,-19,40
4101,-75,-19,40
4102,-75,-19,40
4103,-75,-19,40
4104,-75,-22,40
4105,-75,-22,40
4106,-75,-22,40
4107,-75,-22,40
4108,-77,-22,39
4109,-77,-22,39
4110,-77,-22,39
4111,-77,-22,39
4112,-76,-24,39
4113,-76,-24,39
4114,-76,-24,39
4115,-76,-24,39
4116,-75,-26,40
4117,-75,-26,40
4118,-75,-26,40
4119,-75,-26,40
4120,-74,-28,40
4121,-74,-28,40
4122,-74,-28,40
4123,-74,-28,40
4124,-75,-30,40
4125,-75,-30,40
4126,-75,-30,40
4127,-75,-30,40
4128,-74,-32,38
4129,-74,-32,38
4130,-74,-32,38
4131,-74,-32,38
4132,-74,-34,38
4133,-74,-34,38
4134,-74,-34,38
4135,-74,-34,38
4136,-72,-36,39
4137,-72,-36,39
4138,-72,-36,39
4139,-72,-36,39
4140,-72,-38,39
4141,-72,-38,39
4142,-72,-38,39
4143,-72,-38,39
4144,-72,-40,39
4145,-72,-40,39
4146,-72,-40,39
4147,-72,-40,39
4148,-72,-41,39
4149,-72,-41,39
4150,-72,-41,39
4151,-72,-41,39
4152,-74,-43,38
4153,-74,-43,38
4154,-74,-43,38
4155,-74,-43,38
4156,-72,-44,38
4157,-72,-44,38
4158,-72,-44,38
4159,-72,-44,38
4160,-72,-46,38
4161,-72,-46,38
4162,-72,-46,38
4163,-72,-46,38
4164,-73,-48,44
4165,-73,-48,44
4166,-73,-48,44
4167,-73,-48,44
4168,-74,-50,44
4169,-74,-50,44
4170,-74,-50,44
4171,-74,-50,44
4172,-76,-51,39
4173,-76,-51,39
4174,-76,-51,39
4175,-76,-51,39
4176,-77,-52,37
4177,-77,-52,37
4178,-77,-52,37
4179,-77,-52,37
4180,-78,-54,36
4181,-78,-54,36
4182,-78,-54,36
4183,-78,-54,36
4184,-78,-56,36
4185,-78,-56,36
4186,-78,-56,36
4187,-78,-56,36
4188,-75,-56,39
4189,-75,-56,39
4190,-75,-56,39
4191,-75,-56,39
4192,-73,-57,40
4193,-73,-57,40
4194,-73,-57,40
4195,-73,-57,40
4196,-71,-58,41
4197,-71,-58,41
4198,-71,-58,41
4199,-71,-58,41
4200,-70,-60,40
4201,-70,-60,40
4202,-70,-60,40
4203,-70,-60,40
4204,-69,-61,41
4205,-69,-61,41
4206,-69,-61,41
4207,-69,-61,41
4208,-71,-62,39
4209,-71,-62,39
4210,-71,-62,39
4211,-71,-62,39
4212,-71,-63,36
4213,-71,-63,36
4214,-71,-63,36
4215,-71,-63,36
4216,-68,-61,30
4217,-68,-61,30
4218,-68,-61,30
4219,-68,-61,30
4220,-70,-62,31
4221,-70,-62,31
4222,-70,-62,31
4223,-70,-62,31
4224,-67,-67,40
4225,-67,-67,40
4226,-67,-67,40
4227,-67,-67,40
4228,-69,-71,48
4229,-69,-71,48
4230,-69,-71,48
4231,-69,-71,48
4232,-73,-72,51
4233,-73,-72,51
4234,-73,-72,51
4235,-73,-72,51
4236,-74,-72,48
4237,-74,-72,48
4238,-74,-72,48
4239,-74,-72,48
4240,-74,-71,43
4241,-74,-71,43
4242,-74,-71,43
4243,-74,-71,43
4244,-73,-70,41
4245,-73,-70,41
4246,-73,-70,41
4247,-73,-70,41
4248,-73,-69,40
4249,-73,-69,40
4250,-73,-69,40
4251,-73,-69,40
4252,-73,-67,37
4253,-73,-67,37
4254,-73,-67,37
4255,-73,-67,37
4256,-73,-67,38
4257,-73,-67,38
4258,-73,-67,38
4259,-73,-67,38
4260,-74,-68,38
4261,-74,-68,38
4262,-74,-68,38
4263,-74,-68,38
4264,-73,-68,40
4265,-73,-68,40
4266,-73,-68,40
4267,-73,-68,40
4268,-74,-70,40
4269,-74,-70,40
4270,-74,-70,40
4271,-74,-70,40
4272,-75,-71,39
4273,-75,-71,39
4274,-75,-71,39
4275,-75,-71,39
4276,-74,-72,42
4277,-74,-72,42
4278,-74,-72,42
4279,-74,-72,42
4280,-76,-73,39
4281,-76,-73,39
4282,-76,-73,39
4283,-76,-73,39
4284,-76,-73,37
4285,-76,-73,37
4286,-76,-73,37
4287,-76,-73,37
4288,-74,-75,41
4289,-74,-75,41
4290,-74,-75,41
4291,-74,-75,41
4292,-76,-74,41
4293,-76,-74,41
4294,-76,-74,41
4295,-76,-74,41
4296,-76,-74,39
4297,-76,-74,39
4298,-76,-74,39
4299,-76,-74,39
4300,-76,-74,38
4301,-76,-74,38
4302,-76,-74,38
4303,-76,-74,38
4304,-76,-74,39
4305,-76,-74,39
4306,-76,-74,39
4307,-76,-74,39
4308,-76,-74,39
4309,-76,-74,39
4310,-76,-74,39
4311,-76,-74,39
4312,-75,-74,38
4313,-75,-74,38
4314,-75,-74,38
4315,-75,-74,38
4316,-71,-72,34
4317,-71,-72,34
4318,-71,-72,34
4319,-71,-72,34
4320,-69,-73,35
4321,-69,-73,35
4322,-69,-73,35
4323,-69,-73,35
4324,-70,-74,38
4325,-70,-74,38
4326,-70,-74,38
4327,-70,-74,38
4328,-72,-79,48
4329,-72,-79,48
4330,-72,-79,48
4331,-72,-79,48
4332,-76,-79,49
4333,-76,-79,49
4334,-76,-79,49
4335,-76,-79,49
4336,-76,-78,44
4337,-76,-78,44
4338,-76,-78,44
