,start_points,14:36:13,5212
1570,-68,50,28
1571,-68,50,28
1572,-69,48,28
1573,-69,48,28
1574,-69,48,28
1575,-69,48,28
1576,-72,46,28
1577,-72,46,28
1578,-72,46,28
1579,-72,46,28
1580,-71,45,29
1581,-71,45,29
1582,-71,45,29
1583,-71,45,29
1584,-72,42,29
1585,-72,42,29
1586,-72,42,29
1587,-72,42,29
1588,-68,40,24
1589,-68,40,24
1590,-68,40,24
1591,-68,40,24
1592,-68,39,23
1593,-68,39,23
1594,-68,39,23
1595,-68,39,23
1596,-77,42,33
1597,-77,42,33
1598,-77,42,33
1599,-77,42,33
1600,-78,40,37
1601,-78,40,37
1602,-78,40,37
1603,-78,40,37
1604,-80,39,35
1605,-80,39,35
1606,-80,39,35
1607,-80,39,35
1608,-80,37,33
1609,-80,37,33
1610,-80,37,33
1611,-80,37,33
1612,-80,35,30
1613,-80,35,30
1614,-80,35,30
1615,-80,35,30
1616,-79,31,28
1617,-79,31,28
1618,-79,31,28
1619,-79,31,28
1620,-77,28,28
1621,-77,28,28
1622,-77,28,28
1623,-77,28,28
1624,-76,25,29
1625,-76,25,29
1626,-76,25,29
1627,-76,25,29
1628,-75,22,30
1629,-75,22,30
1630,-75,22,30
1631,-75,22,30
1632,-75,19,31
1633,-75,19,31
1634,-75,19,31
1635,-75,19,31
1636,-74,16,30
1637,-74,16,30
1638,-74,16,30
1639,-74,16,30
1640,-74,13,30
1641,-74,13,30
1642,-74,13,30
1643,-74,13,30
1644,-75,12,30
1645,-75,12,30
1646,-75,12,30
1647,-75,12,30
1648,-77,10,29
1649,-77,10,29
1650,-77,10,29
1651,-77,10,29
1652,-79,9,27
1653,-79,9,27
1654,-79,9,27
1655,-79,9,27
1656,-79,8,26
1657,-79,8,26
1658,-79,8,26
1659,-79,8,26
1660,-78,5,27
1661,-78,5,27
1662,-78,5,27
1663,-78,5,27
1664,-77,3,28
1665,-77,3,28
1666,-77,3,28
1667,-77,3,28
1668,-75,0,28
1669,-75,0,28
1670,-75,0,28
1671,-75,0,28
1672,-73,-1,29
1673,-73,-1,29
1674,-73,-1,29
1675,-73,-1,29
1676,-73,-4,29
1677,-73,-4,29
1678,-73,-4,29
1679,-73,-4,29
1680,-69,-6,31
1681,-69,-6,31
1682,-69,-6,31
1683,-69,-6,31
1684,-69,-8,32
1685,-69,-8,32
1686,-69,-8,32
1687,-69,-8,32
1688,-70,-9,30
1689,-70,-9,30
1690,-70,-9,30
1691,-70,-9,30
1692,-71,-11,29
1693,-71,-11,29
1694,-71,-11,29
1695,-71,-11,29
1696,-73,-13,28
1697,-73,-13,28
1698,-73,-13,28
1699,-73,-13,28
1700,-73,-15,29
1701,-73,-15,29
1702,-73,-15,29
1703,-73,-15,29
1704,-73,-19,30
1705,-73,-19,30
1706,-73,-19,30
1707,-73,-19,30
1708,-76,-20,29
1709,-76,-20,29
1710,-76,-20,29
1711,-76,-20,29
1712,-77,-21,29
1713,-77,-21,29
1714,-77,-21,29
1715,-77,-21,29
1716,-78,-23,27
1717,-78,-23,27
1718,-78,-23,27
1719,-78,-23,27
1720,-75,-26,30
1721,-75,-26,30
1722,-75,-26,30
1723,-75,-26,30
1724,-74,-27,31
1725,-74,-27,31
1726,-74,-27,31
1727,-74,-27,31
1728,-73,-29,30
1729,-73,-29,30
1730,-73,-29,30
1731,-73,-29,30
1732,-73,-32,30
1733,-73,-32,30
1734,-73,-32,30
1735,-73,-32,30
1736,-73,-34,29
1737,-73,-34,29
1738,-73,-34,29
1739,-73,-34,29
1740,-73,-36,29
1741,-73,-36,29
1742,-73,-36,29
1743,-73,-36,29
1744,-73,-38,30
1745,-73,-38,30
1746,-73,-38,30
1747,-73,-38,30
1748,-73,-40,31
1749,-73,-40,31
1750,-73,-40,31
1751,-73,-40,31
1752,-72,-41,31
1753,-72,-41,31
1754,-72,-41,31
1755,-72,-41,31
1756,-71,-42,31
1757,-71,-42,31
1758,-71,-42,31
1759,-71,-42,31
1760,-70,-44,32
1761,-70,-44,32
1762,-70,-44,32
1763,-70,-44,32
1764,-71,-46,31
1765,-71,-46,31
1766,-71,-46,31
1767,-71,-46,31
1768,-75,-42,33
1769,-75,-42,33
1770,-75,-42,33
1771,-75,-42,33
1772,-75,-45,24
1773,-75,-45,24
1774,-75,-45,24
1775,-75,-45,24
1776,-74,-46,18
1777,-74,-46,18
1778,-74,-46,18
1779,-74,-46,18
1780,-74,-50,23
1781,-74,-50,23
1782,-74,-50,23
1783,-74,-50,23
1784,-77,-55,30
1785,-77,-55,30
1786,-77,-55,30
1787,-77,-55,30
1788,-78,-57,31
1789,-78,-57,31
1790,-78,-57,31
1791,-78,-57,31
1792,-79,-59,30
1793,-79,-59,30
1794,-79,-59,30
1795,-79,-59,30
1796,-77,-60,29
1797,-77,-60,29
1798,-77,-60,29
1799,-77,-60,29
1800,-76,-60,29
1801,-76,-60,29
1802,-76,-60,29
1803,-76,-60,29
1804,-74,-60,30
1805,-74,-60,30
1806,-74,-60,30
1807,-74,-60,30
1808,-73,-60,29
1809,-73,-60,29
1810,-73,-60,29
1811,-73,-60,29
1812,-72,-61,32
1813,-72,-61,32
1814,-72,-61,32
1815,-72,-61,32
1816,-73,-62,31
1817,-73,-62,31
1818,-73,-62,31
1819,-73,-62,31
1820,-72,-63,28
1821,-72,-63,28
1822,-72,-63,28
1823,-72,-63,28
1824,-72,-64,29
1825,-72,-64,29
1826,-72,-64,29
1827,-72,-64,29
1828,-74,-65,28
1829,-74,-65,28
1830,-74,-65,28
1831,-74,-65,28
1832,-75,-65,25
1833,-75,-65,25
1834,-75,-65,25
1835,-75,-65,25
1836,-73,-64,20
1837,-73,-64,20
1838,-73,-64,20
1839,-73,-64,20
1840,-72,-66,24
1841,-72,-66,24
1842,-72,-66,24
1843,-72,-66,24
1844,-72,-67,29
1845,-72,-67,29
1846,-72,-67,29
1847,-72,-67,29
1848,-74,-74,42
1849,-74,-74,42
1850,-74,-74,42
1851,-74,-74,42
1852,-76,-75,40
1853,-76,-75,40
1854,-76,-75,40
1855,-76,-75,40
1856,-75,-75,37
1857,-75,-75,37
1858,-75,-75,37
1859,-75,-75,37
1860,-75,-74,32
1861,-75,-74,32
1862,-75,-74,32
1863,-75,-74,32
1864,-71,-70,25
1865,-71,-70,25
1866,-71,-70,25
1867,-71,-70,25
1868,-69,-68,24
1869,-69,-68,24
1870,-69,-68,24
1871,-69,-68,24
1872,-69,-67,29
1873,-69,-67,29
1874,-69,-67,29
1875,-69,-67,29
1876,-68,-68,32
1877,-68,-68,32
1878,-68,-68,32
1879,-68,-68,32
1880,-68,-70,34
1881,-68,-70,34
1882,-68,-70,34
1883,-68,-70,34
1884,-69,-75,39
1885,-69,-75,39
1886,-69,-75,39
1887,-69,-75,39
1888,-70,-77,38
1889,-70,-77,38
1890,-70,-77,38
1891,-70,-77,38
1892,-71,-77,34
1893,-71,-77,34
1894,-71,-77,34
1895,-71,-77,34
1896,-75,-71,27
1897,-75,-71,27
1898,-75,-71,27
1899,-75,-71,27
1900,-74,-69,25
1901,-74,-69,25
1902,-74,-69,25
1903,-74,-69,25
1904,-74,-69,23
1905,-74,-69,23
1906,-74,-69,23
1907,-74,-69,23
1908,-69,-68,19
1909,-69,-68,19
1910,-69,-68,19
1911,-69,-68,19
1912,-69,-71,20
1913,-69,-71,20
1914,-69,-71,20
1915,-69,-71,20
1916,-69,-74,25
1917,-69,-74,25
1918,-69,-74,25
1919,-69,-74,25
1920,-73,-79,34
1921,-73,-79,34
1922,-73,-79,34
1923,-73,-79,34
1924,-75,-81,37
1925,-75,-81,37
1926,-75,-81,37
1927,-75,-81,37
1928,-75,-82,34
1929,-75,-82,34
1930,-75,-82,34
1931,-75,-82,34
1932,-75,-80,30
1933,-75,-80,30
1934,-75,-80,30
1935,-75,-80,30
1936,-75,-79,28
1937,-75,-79,28
1938,-75,-79,28
1939,-75,-79,28
1940,-73,-77,31
1941,-73,-77,31
1942,-73,-77,31
1943,-73,-77,31
1944,-70,-74,27
1945,-70,-74,27
1946,-70,-74,27
1947,-70,-74,27
1948,-71,-74,27
1949,-71,-74,27
1950,-71,-74,27
1951,-71,-74,27
1952,-71,-73,27
1953,-71,-73,27
1954,-71,-73,27
1955,-71,-73,27
1956,-70,-73,27
1957,-70,-73,27
1958,-70,-73,27
1959,-70,-73,27
1960,-70,-71,20
1961,-70,-71,20
1962,-70,-71,20
1963,-70,-71,20
1964,-72,-72,21
1965,-72,-72,21
1966,-72,-72,21
1967,-72,-72,21
1968,-74,-74,24
1969,-74,-74,24
1970,-74,-74,24
1971,-74,-74,24
1972,-73,-78,32
1973,-73,-78,32
1974,-73,-78,32
1975,-73,-78,32
1976,-78,-80,39
1977,-78,-80,39
1978,-78,-80,39
1979,-78,-80,39
1980,-78,-80,36
1981,-78,-80,36
1982,-78,-80,36
1983,-78,-80,36
1984,-78,-80,33
1985,-78,-80,33
1986,-78,-80,33
1987,-78,-80,33
1988,-77,-78,29
1989,-77,-78,29
1990,-77,-78,29
1991,-77,-78,29
1992,-73,-73,21
1993,-73,-73,21
1994,-73,-73,21
1995,-73,-73,21
1996,-71,-70,22
1997,-71,-70,22
1998,-71,-70,22
1999,-71,-70,22
2000,-71,-72,27
2001,-71,-72,27
2002,-71,-72,27
2003,-71,-72,27
2004,-70,-73,28
2005,-70,-73,28
2006,-70,-73,28
2007,-70,-73,28
2008,-71,-74,30
2009,-71,-74,30
2010,-71,-74,30
2011,-71,-74,30
2012,-73,-79,39
2013,-73,-79,39
2014,-73,-79,39
2015,-73,-79,39
2016,-75,-79,38
2017,-75,-79,38
2018,-75,-79,38
2019,-75,-79,38
2020,-78,-80,33
2021,-78,-80,33
2022,-78,-80,33
2023,-78,-80,33
2024,-77,-75,26
2025,-77,-75,26
2026,-77,-75,26
2027,-77,-75,26
2028,-75,-73,29
2029,-75,-73,29
2030,-75,-73,29
2031,-75,-73,29
2032,-74,-72,27
2033,-74,-72,27
2034,-74,-72,27
2035,-74,-72,27
2036,-73,-72,26
2037,-73,-72,26
2038,-73,-72,26
2039,-73,-72,26
2040,-73,-73,27
2041,-73,-73,27
2042,-73,-73,27
2043,-73,-73,27
2044,-73,-73,28
2045,-73,-73,28
2046,-73,-73,28
2047,-73,-73,28
2048,-72,-74,32
2049,-72,-74,32
2050,-72,-74,32
2051,-72,-74,32
2052,-70,-75,31
2053,-70,-75,31
2054,-70,-75,31
2055,-70,-75,31
2056,-72,-75,31
2057,-72,-75,31
2058,-72,-75,31
2059,-72,-75,31
2060,-74,-74,30
2061,-74,-74,30
2062,-74,-74,30
2063,-74,-74,30
2064,-75,-74,26
2065,-75,-74,26
2066,-75,-74,26
2067,-75,-74,26
2068,-75,-73,26
2069,-75,-73,26
2070,-75,-73,26
2071,-75,-73,26
2072,-75,-74,29
2073,-75,-74,29
2074,-75,-74,29
2075,-75,-74,29
2076,-73,-73,34
2077,-73,-73,34
2078,-73,-73,34
2079,-73,-73,34
2080,-71,-74,35
2081,-71,-74,35
2082,-71,-74,35
2083,-71,-74,35
2084,-72,-75,32
2085,-72,-75,32
2086,-72,-75,32
2087,-72,-75,32
2088,-70,-74,29
2089,-70,-74,29
2090,-70,-74,29
2091,-70,-74,29
2092,-69,-74,30
2093,-69,-74,30
2094,-69,-74,30
2095,-69,-74,30
2096,-64,-72,24
2097,-64,-72,24
2098,-64,-72,24
2099,-64,-72,24
2100,-63,-73,23
2101,-63,-73,23
2102,-63,-73,23
2103,-63,-73,23
2104,-66,-73,26
2105,-66,-73,26
2106,-66,-73,26
2107,-66,-73,26
2108,-66,-74,29
2109,-66,-74,29
2110,-66,-74,29
2111,-66,-74,29
2112,-68,-75,33
2113,-68,-75,33
2114,-68,-75,33
2115,-68,-75,33
2116,-68,-75,33
2117,-68,-75,33
2118,-68,-75,33
2119,-68,-75,33
2120,-68,-75,32
2121,-68,-75,32
2122,-68,-75,32
2123,-68,-75,32
2124,-67,-76,32
2125,-67,-76,32
2126,-67,-76,32
2127,-67,-76,32
2128,-65,-76,32
2129,-65,-76,32
2130,-65,-76,32
2131,-65,-76,32
2132,-64,-76,32
2133,-64,-76,32
2134,-64,-76,32
2135,-64,-76,32
2136,-63,-79,38
2137,-63,-79,38
2138,-63,-79,38
2139,-63,-79,38
2140,-61,-78,36
2141,-61,-78,36
2142,-61,-78,36
2143,-61,-78,36
2144,-59,-76,33
2145,-59,-76,33
2146,-59,-76,33
2147,-59,-76,33
2148,-56,-74,30
2149,-56,-74,30
2150,-56,-74,30
2151,-56,-74,30
2152,-54,-73,28
2153,-54,-73,28
2154,-54,-73,28
2155,-54,-73,28
2156,-57,-66,27
2157,-57,-66,27
2158,-57,-66,27
2159,-57,-66,27
2160,-54,-63,21
2161,-54,-63,21
2162,-54,-63,21
2163,-54,-63,21
2164,-51,-65,19
2165,-51,-65,19
2166,-51,-65,19
2167,-51,-65,19
2168,-51,-66,21
2169,-51,-66,21
2170,-51,-66,21
2171,-51,-66,21
2172,-50,-69,26
2173,-50,-69,26
2174,-50,-69,26
2175,-50,-69,26
2176,-50,-74,34
2177,-50,-74,34
2178,-50,-74,34
2179,-50,-74,34
2180,-47,-75,33
2181,-47,-75,33
2182,-47,-75,33
2183,-47,-75,33
2184,-50,-76,34
2185,-50,-76,34
2186,-50,-76,34
2187,-50,-76,34
2188,-48,-76,31
2189,-48,-76,31
2190,-48,-76,31
2191,-48,-76,31
2192,-45,-76,30
2193,-45,-76,30
2194,-45,-76,30
2195,-45,-76,30
2196,-41,-76,30
2197,-41,-76,30
2198,-41,-76,30
2199,-41,-76,30
2200,-38,-75,30
2201,-38,-75,30
2202,-38,-75,30
2203,-38,-75,30
2204,-35,-74,29
2205,-35,-74,29
2206,-35,-74,29
2207,-35,-74,29
2208,-32,-73,28
2209,-32,-73,28
2210,-32,-73,28
2211,-32,-73,28
2212,-29,-73,28
2213,-29,-73,28
2214,-29,-73,28
2215,-29,-73,28
2216,-26,-73,30
2217,-26,-73,30
2218,-26,-73,30
2219,-26,-73,30
2220,-24,-73,29
2221,-24,-73,29
2222,-24,-73,29
2223,-24,-73,29
2224,-22,-73,28
2225,-22,-73,28
2226,-22,-73,28
2227,-22,-73,28
2228,-21,-74,32
2229,-21,-74,32
2230,-21,-74,32
2231,-21,-74,32
2232,-19,-74,31
2233,-19,-74,31
2234,-19,-74,31
2235,-19,-74,31
2236,-17,-74,31
2237,-17,-74,31
2238,-17,-74,31
2239,-17,-74,31
2240,-15,-74,30
2241,-15,-74,30
2242,-15,-74,30
2243,-15,-74,30
2244,-14,-73,30
2245,-14,-73,30
2246,-14,-73,30
2247,-14,-73,30
2248,-12,-73,29
2249,-12,-73,29
2250,-12,-73,29
2251,-12,-73,29
2252,-10,-73,29
2253,-10,-73,29
2254,-10,-73,29
2255,-10,-73,29
2256,-6,-73,30
2257,-6,-73,30
2258,-6,-73,30
2259,-6,-73,30
2260,-3,-75,31
2261,-3,-75,31
2262,-3,-75,31
2263,-3,-75,31
2264,-2,-73,30
2265,-2,-73,30
2266,-2,-73,30
2267,-2,-73,30
2268,-2,-72,30
2269,-2,-72,30
2270,-2,-72,30
2271,-2,-72,30
2272,0,-72,28
2273,0,-72,28
2274,0,-72,28
2275,0,-72,28
2276,1,-72,26
2277,1,-72,26
2278,1,-72,26
2279,1,-72,26
2280,3,-72,26
2281,3,-72,26
2282,3,-72,26
2283,3,-72,26
2284,6,-73,27
2285,6,-73,27
2286,6,-73,27
2287,6,-73,27
2288,8,-75,29
2289,8,-75,29
2290,8,-75,29
2291,8,-75,29
2292,9,-77,32
2293,9,-77,32
2294,9,-77,32
2295,9,-77,32
2296,11,-78,32
2297,11,-78,32
2298,11,-78,32
2299,11,-78,32
2300,17,-75,30
2301,17,-75,30
2302,17,-75,30
2303,17,-75,30
2304,20,-74,29
2305,20,-74,29
2306,20,-74,29
2307,20,-74,29
2308,22,-74,29
2309,22,-74,29
2310,22,-74,29
2311,22,-74,29
2312,24,-73,28
2313,24,-73,28
2314,24,-73,28
2315,24,-73,28
2316,25,-73,29
2317,25,-73,29
2318,25,-73,29
2319,25,-73,29
2320,26,-73,28
2321,26,-73,28
2322,26,-73,28
2323,26,-73,28
2324,27,-74,28
2325,27,-74,28
2326,27,-74,28
2327,27,-74,28
2328,27,-75,29
2329,27,-75,29
2330,27,-75,29
2331,27,-75,29
2332,29,-75,29
2333,29,-75,29
2334,29,-75,29
2335,29,-75,29
2336,31,-75,29
2337,31,-75,29
2338,31,-75,29
2339,31,-75,29
2340,33,-75,30
2341,33,-75,30
2342,33,-75,30
2343,33,-75,30
2344,36,-74,30
2345,36,-74,30
2346,36,-74,30
2347,36,-74,30
2348,38,-74,30
2349,38,-74,30
2350,38,-74,30
2351,38,-74,30
2352,39,-75,31
2353,39,-75,31
2354,39,-75,31
2355,39,-75,31
2356,41,-75,31
2357,41,-75,31
2358,41,-75,31
2359,41,-75,31
2360,43,-75,31
2361,43,-75,31
2362,43,-75,31
2363,43,-75,31
2364,46,-74,30
2365,46,-74,30
2366,46,-74,30
2367,46,-74,30
2368,47,-74,29
2369,47,-74,29
2370,47,-74,29
2371,47,-74,29
2372,48,-74,28
2373,48,-74,28
2374,48,-74,28
2375,48,-74,28
2376,50,-74,30
2377,50,-74,30
2378,50,-74,30
2379,50,-74,30
2380,50,-75,30
2381,50,-75,30
2382,50,-75,30
2383,50,-75,30
2384,53,-74,29
2385,53,-74,29
2386,53,-74,29
2387,53,-74,29
2388,55,-74,29
2389,55,-74,29
2390,55,-74,29
2391,55,-74,29
2392,57,-73,30
2393,57,-73,30
2394,57,-73,30
2395,57,-73,30
2396,59,-75,28
2397,59,-75,28
2398,59,-75,28
2399,59,-75,28
2400,58,-76,28
2401,58,-76,28
2402,58,-76,28
2403,58,-76,28
2404,59,-76,29
2405,59,-76,29
2406,59,-76,29
2407,59,-76,29
2408,60,-76,30
2409,60,-76,30
2410,60,-76,30
2411,60,-76,30
2412,60,-77,31
2413,60,-77,31
2414,60,-77,31
2415,60,-77,31
2416,61,-77,30
2417,61,-77,30
2418,61,-77,30
2419,61,-77,30
2420,62,-77,29
2421,62,-77,29
2422,62,-77,29
2423,62,-77,29
2424,67,-73,31
2425,67,-73,31
2426,67,-73,31
2427,67,-73,31
2428,70,-73,27
2429,70,-73,27
2430,70,-73,27
2431,70,-73,27
2432,68,-74,30
2433,68,-74,30
2434,68,-74,30
2435,68,-74,30
2436,68,-74,32
2437,68,-74,32
2438,68,-74,32
2439,68,-74,32
2440,66,-76,32
2441,66,-76,32
2442,66,-76,32
2443,66,-76,32
2444,66,-77,32
2445,66,-77,32
2446,66,-77,32
2447,66,-77,32
2448,66,-77,31
2449,66,-77,31
2450,66,-77,31
2451,66,-77,31
2452,68,-78,30
2453,68,-78,30
2454,68,-78,30
2455,68,-78,30
2456,73,-76,29
2457,73,-76,29
2458,73,-76,29
2459,73,-76,29
2460,74,-76,29
2461,74,-76,29
2462,74,-76,29
2463,74,-76,29
2464,76,-76,31
2465,76,-76,31
2466,76,-76,31
2467,76,-76,31
2468,77,-76,30
2469,77,-76,30
2470,77,-76,30
2471,77,-76,30
2472,78,-75,30
2473,78,-75,30
2474,78,-75,30
2475,78,-75,30
2476,79,-74,30
2477,79,-74,30
2478,79,-74,30
2479,79,-74,30
2480,77,-76,29
2481,77,-76,29
2482,77,-76,29
2483,77,-76,29
2484,76,-77,29
2485,76,-77,29
2486,76,-77,29
2487,76,-77,29
2488,76,-77,27
2489,76,-77,27
2490,76,-77,27
2491,76,-77,27
2492,74,-77,27
2493,74,-77,27
2494,74,-77,27
2495,74,-77,27
2496,75,-75,30
2497,75,-75,30
2498,75,-75,30
2499,75,-75,30
2500,74,-76,30
2501,74,-76,30
2502,74,-76,30
2503,74,-76,30
2504,73,-77,29
2505,73,-77,29
2506,73,-77,29
2507,73,-77,29
2508,75,-75,29
2509,75,-75,29
2510,75,-75,29
2511,75,-75,29
2512,76,-74,30
2513,76,-74,30
2514,76,-74,30
2515,76,-74,30
2516,76,-73,31
2517,76,-73,31
2518,76,-73,31
2519,76,-73,31
2520,76,-73,30
2521,76,-73,30
2522,76,-73,30
2523,76,-73,30
2524,76,-74,27
2525,76,-74,27
2526,76,-74,27
2527,76,-74,27
2528,74,-75,27
2529,74,-75,27
2530,74,-75,27
2531,74,-75,27
2532,74,-75,28
2533,74,-75,28
2534,74,-75,28
2535,74,-75,28
2536,75,-74,29
2537,75,-74,29
2538,75,-74,29
2539,75,-74,29
2540,75,-74,30
2541,75,-74,30
2542,75,-74,30
2543,75,-74,30
2544,74,-74,30
2545,74,-74,30
2546,74,-74,30
2547,74,-74,30
2548,74,-75,30
2549,74,-75,30
2550,74,-75,30
2551,74,-75,30
2552,76,-73,28
2553,76,-73,28
2554,76,-73,28
2555,76,-73,28
2556,77,-72,26
2557,77,-72,26
2558,77,-72,26
2559,77,-72,26
2560,78,-72,29
2561,78,-72,29
2562,78,-72,29
2563,78,-72,29
2564,77,-72,29
2565,77,-72,29
2566,77,-72,29
2567,77,-72,29
2568,76,-73,30
2569,76,-73,30
2570,76,-73,30
2571,76,-73,30
2572,73,-74,31
2573,73,-74,31
2574,73,-74,31
2575,73,-74,31
2576,72,-75,30
2577,72,-75,30
2578,72,-75,30
2579,72,-75,30
2580,72,-75,30
2581,72,-75,30
2582,72,-75,30
2583,72,-75,30
2584,72,-75,29
2585,72,-75,29
2586,72,-75,29
2587,72,-75,29
2588,73,-75,29
2589,73,-75,29
2590,73,-75,29
2591,73,-75,29
2592,77,-73,30
2593,77,-73,30
2594,77,-73,30
2595,77,-73,30
2596,75,-74,31
2597,75,-74,31
2598,75,-74,31
2599,75,-74,31
2600,76,-73,31
2601,76,-73,31
2602,76,-73,31
2603,76,-73,31
2604,75,-75,31
2605,75,-75,31
2606,75,-75,31
2607,75,-75,31
2608,75,-76,29
2609,75,-76,29
2610,75,-76,29
2611,75,-76,29
2612,76,-72,30
2613,76,-72,30
2614,76,-72,30
2615,76,-72,30
2616,76,-73,28
2617,76,-73,28
2618,76,-73,28
2619,76,-73,28
2620,75,-73,28
2621,75,-73,28
2622,75,-73,28
2623,75,-73,28
2624,74,-72,32
2625,74,-72,32
2626,74,-72,32
2627,74,-72,32
2628,74,-73,30
2629,74,-73,30
2630,74,-73,30
2631,74,-73,30
2632,73,-74,30
2633,73,-74,30
2634,73,-74,30
2635,73,-74,30
2636,73,-74,30
2637,73,-74,30
2638,73,-74,30
2639,73,-74,30
2640,73,-74,31
2641,73,-74,31
2642,73,-74,31
2643,73,-74,31
2644,73,-73,32
2645,73,-73,32
2646,73,-73,32
2647,73,-73,32
2648,73,-74,30
2649,73,-74,30
2650,73,-74,30
2651,73,-74,30
2652,74,-74,27
2653,74,-74,27
2654,74,-74,27
2655,74,-74,27
2656,74,-74,28
2657,74,-74,28
2658,74,-74,28
2659,74,-74,28
2660,73,-73,31
2661,73,-73,31
2662,73,-73,31
2663,73,-73,31
2664,75,-71,30
2665,75,-71,30
2666,75,-71,30
2667,75,-71,30
2668,74,-72,29
2669,74,-72,29
2670,74,-72,29
2671,74,-72,29
2672,76,-69,30
2673,76,-69,30
2674,76,-69,30
2675,76,-69,30
2676,77,-68,28
2677,77,-68,28
2678,77,-68,28
2679,77,-68,28
2680,78,-67,27
2681,78,-67,27
2682,78,-67,27
2683,78,-67,27
2684,74,-69,30
2685,74,-69,30
2686,74,-69,30
2687,74,-69,30
2688,75,-67,33
2689,75,-67,33
2690,75,-67,33
2691,75,-67,33
2692,75,-68,30
2693,75,-68,30
2694,75,-68,30
2695,75,-68,30
2696,71,-69,32
2697,71,-69,32
2698,71,-69,32
2699,71,-69,32
2700,73,-67,31
2701,73,-67,31
2702,73,-67,31
2703,73,-67,31
2704,71,-68,30
2705,71,-68,30
2706,71,-68,30
2707,71,-68,30
2708,73,-66,30
2709,73,-66,30
2710,73,-66,30
2711,73,-66,30
2712,72,-66,31
2713,72,-66,31
2714,72,-66,31
2715,72,-66,31
2716,76,-63,30
2717,76,-63,30
2718,76,-63,30
2719,76,-63,30
2720,77,-63,30
2721,77,-63,30
2722,77,-63,30
2723,77,-63,30
2724,79,-60,30
2725,79,-60,30
2726,79,-60,30
2727,79,-60,30
2728,78,-60,30
2729,78,-60,30
2730,78,-60,30
2731,78,-60,30
2732,81,-60,29
2733,81,-60,29
2734,81,-60,29
2735,81,-60,29
2736,80,-58,30
2737,80,-58,30
2738,80,-58,30
2739,80,-58,30
2740,80,-55,31
2741,80,-55,31
2742,80,-55,31
2743,80,-55,31
2744,76,-55,32
2745,76,-55,32
2746,76,-55,32
2747,76,-55,32
2748,76,-54,31
2749,76,-54,31
2750,76,-54,31
2751,76,-54,31
2752,76,-53,32
2753,76,-53,32
2754,76,-53,32
2755,76,-53,32
2756,74,-53,32
2757,74,-53,32
2758,74,-53,32
2759,74,-53,32
2760,76,-51,31
2761,76,-51,31
2762,76,-51,31
2763,76,-51,31
2764,78,-50,31
2765,78,-50,31
2766,78,-50,31
2767,78,-50,31
2768,78,-49,31
2769,78,-49,31
2770,78,-49,31
2771,78,-49,31
2772,77,-49,32
2773,77,-49,32
2774,77,-49,32
2775,77,-49,32
2776,79,-45,32
2777,79,-45,32
2778,79,-45,32
2779,79,-45,32
2780,74,-45,31
2781,74,-45,31
2782,74,-45,31
2783,74,-45,31
2784,72,-44,31
2785,72,-44,31
2786,72,-44,31
2787,72,-44,31
2788,69,-45,32
2789,69,-45,32
2790,69,-45,32
2791,69,-45,32
2792,69,-42,33
2793,69,-42,33
2794,69,-42,33
2795,69,-42,33
2796,67,-42,33
2797,67,-42,33
2798,67,-42,33
2799,67,-42,33
2800,68,-39,34
2801,68,-39,34
2802,68,-39,34
2803,68,-39,34
2804,69,-37,33
2805,69,-37,33
2806,69,-37,33
2807,69,-37,33
2808,71,-35,33
2809,71,-35,33
2810,71,-35,33
2811,71,-35,33
2812,73,-30,32
2813,73,-30,32
2814,73,-30,32
2815,73,-30,32
2816,74,-27,33
2817,74,-27,33
2818,74,-27,33
2819,74,-27,33
2820,75,-21,32
2821,75,-21,32
2822,75,-21,32
2823,75,-21,32
2824,84,-21,34
2825,84,-21,34
2826,84,-21,34
2827,84,-21,34
2828,83,-20,35
2829,83,-20,35
2830,83,-20,35
2831,83,-20,35
2832,80,-21,35
2833,80,-21,35
2834,80,-21,35
2835,80,-21,35
2836,77,-21,34
2837,77,-21,34
2838,77,-21,34
2839,77,-21,34
2840,75,-18,34
2841,75,-18,34
2842,75,-18,34
2843,75,-18,34
2844,71,-15,35
2845,71,-15,35
2846,71,-15,35
2847,71,-15,35
2848,71,-11,35
2849,71,-11,35
2850,71,-11,35
2851,71,-11,35
2852,70,-8,35
2853,70,-8,35
2854,70,-8,35
2855,70,-8,35
2856,69,-6,34
2857,69,-6,34
2858,69,-6,34
2859,69,-6,34
2860,69,-4,34
2861,69,-4,34
2862,69,-4,34
2863,69,-4,34
2864,72,0,36
2865,72,0,36
2866,72,0,36
2867,72,0,36
2868,70,0,35
2869,70,0,35
2870,70,0,35
2871,70,0,35
2872,69,1,34
2873,69,1,34
2874,69,1,34
2875,69,1,34
2876,72,4,34
2877,72,4,34
2878,72,4,34
2879,72,4,34
2880,75,7,36
2881,75,7,36
2882,75,7,36
2883,75,7,36
2884,77,8,37
2885,77,8,37
2886,77,8,37
2887,77,8,37
2888,77,11,38
2889,77,11,38
2890,77,11,38
2891,77,11,38
2892,78,16,36
2893,78,16,36
2894,78,16,36
2895,78,16,36
2896,82,18,35
2897,82,18,35
2898,82,18,35
2899,82,18,35
2900,82,21,35
2901,82,21,35
2902,82,21,35
2903,82,21,35
2904,82,25,36
2905,82,25,36
2906,82,25,36
2907,82,25,36
2908,84,27,37
2909,84,27,37
2910,84,27,37
2911,84,27,37
2912,82,27,36
