,free_node_coor_list,14:36:11,28394
304,-19,31,-5
305,-17,30,-5
306,-17,31,-5
307,-21,26,-1
308,-21,27,-1
309,-19,25,-4
310,-19,24,-3
311,-17,24,-4
312,-17,25,-4
313,-18,24,-3
314,-17,25,-3
315,-19,26,-4
316,-19,27,-4
317,-19,26,-3
318,-19,27,-3
319,-17,26,-4
320,-17,27,-4
321,-17,26,-3
322,-18,27,-3
323,-17,27,-3
324,-19,24,-2
325,-19,25,-2
326,-19,24,-1
327,-19,25,-1
328,-18,24,-2
329,-17,24,-2
330,-18,25,-2
331,-17,25,-2
332,-17,24,-1
333,-18,25,-1
334,-17,25,-1
335,-19,26,-1
336,-19,27,-1
337,-18,26,-2
338,-18,26,-1
339,-17,26,-1
340,-18,27,-1
341,-17,27,-1
342,-21,28,-1
343,-21,29,-1
344,-21,31,-2
345,-21,30,-1
346,-19,28,-4
347,-19,28,-3
348,-19,29,-3
349,-17,28,-4
350,-17,29,-4
351,-18,28,-3
352,-17,28,-3
353,-18,29,-3
354,-17,29,-3
355,-19,30,-4
356,-19,31,-4
357,-17,30,-4
358,-18,31,-4
359,-17,31,-4
360,-18,30,-3
361,-19,28,-2
362,-19,29,-2
363,-19,28,-1
364,-19,29,-1
365,-17,28,-2
366,-17,29,-2
367,-18,28,-1
368,-17,28,-1
369,-18,29,-1
370,-17,29,-1
371,-19,30,-2
372,-19,31,-2
373,-19,30,-1
374,-19,31,-1
375,-18,30,-2
376,-17,30,-2
377,-18,31,-2
378,-17,31,-2
379,-18,30,-1
380,-17,30,-1
381,-18,31,-1
382,-17,31,-1
383,-11,22,-1
384,-11,23,-1
385,-16,25,-2
386,-16,24,-1
387,-16,26,-2
388,-16,27,-2
389,-11,24,-1
390,-11,25,-1
391,-10,25,-1
392,-11,26,-1
393,-11,27,-1
394,-10,26,-2
395,-10,27,-2
396,-16,29,-3
397,-16,30,-3
398,-16,31,-3
399,-16,28,-2
400,-10,31,-3
401,-11,28,-1
402,-11,29,-1
403,-10,28,-2
404,-10,29,-2
405,-11,30,-2
406,-11,31,-2
407,-10,30,-2
408,0,0,-1
409,1,0,-1
410,0,1,-1
411,2,0,-1
412,0,2,-1
413,0,3,-1
414,4,1,-1
415,5,1,-1
416,6,0,-1
417,6,1,-1
418,0,4,-1
419,0,5,-1
420,0,6,-1
421,8,1,-1
422,9,1,-1
423,10,1,-1
424,11,1,-1
425,11,2,-1
426,12,1,-1
427,12,2,-1
428,13,2,-1
429,14,2,-1
430,15,2,-1
431,16,2,-1
432,17,2,-1
433,17,3,-1
434,18,2,-1
435,19,2,-1
436,18,3,-1
437,19,3,-1
438,20,2,-1
439,21,2,-1
440,20,3,-1
441,21,3,-1
442,22,2,-1
443,22,3,-1
444,23,3,-1
445,23,4,-1
446,24,3,-1
447,25,3,-1
448,26,3,-1
449,27,3,-1
450,28,3,-1
451,29,3,-1
452,30,3,-1
453,31,3,-1
454,24,4,-1
455,25,4,-1
456,26,4,-1
457,27,4,-1
458,28,4,-1
459,29,5,-1
460,30,5,-1
461,31,5,-1
462,15,25,-1
463,15,26,-1
464,15,27,-1
465,9,29,-1
466,8,30,-1
467,8,31,-1
468,15,28,-2
469,15,29,-2
470,12,31,-1
471,15,30,-2
472,15,31,-2
473,16,24,-1
474,22,27,-1
475,19,30,-1
476,19,31,-1
477,22,29,-2
478,22,28,-1
479,22,30,-2
480,22,31,-2
481,-31,-27,1
482,-30,-26,1
483,-29,-25,2
484,-28,-27,0
485,-27,-27,0
486,-26,-27,0
487,-25,-26,0
488,-28,-25,2
489,-32,-25,7
490,-31,-25,7
491,-21,-31,3
492,-21,-30,3
493,-21,-29,3
494,-18,-31,1
495,-17,-31,1
496,-18,-30,1
497,-17,-30,1
498,-17,-29,1
499,-20,-31,2
500,-20,-32,3
501,-20,-31,3
502,-19,-31,3
503,-18,-31,2
504,-17,-31,2
505,-18,-31,3
506,-17,-31,3
507,-20,-30,2
508,-20,-29,2
509,-20,-30,3
510,-19,-30,3
511,-20,-29,3
512,-19,-29,3
513,-18,-30,2
514,-18,-29,2
515,-18,-30,3
516,-17,-30,3
517,-18,-29,3
518,-17,-29,3
519,-24,-26,0
520,-23,-26,0
521,-22,-26,1
522,-21,-26,1
523,-21,-28,3
524,-21,-27,3
525,-21,-26,3
526,-20,-26,1
527,-19,-25,1
528,-18,-25,1
529,-17,-25,1
530,-20,-28,2
531,-20,-27,2
532,-20,-28,3
533,-19,-28,3
534,-20,-27,3
535,-19,-27,3
536,-18,-28,2
537,-17,-28,2
538,-18,-27,2
539,-18,-28,3
540,-17,-28,3
541,-18,-27,3
542,-17,-27,3
543,-19,-25,2
544,-20,-26,3
545,-20,-25,3
546,-18,-26,2
547,-17,-26,2
548,-17,-25,2
549,-18,-26,3
550,-18,-25,3
551,-17,-25,3
552,-21,-31,4
553,-22,-31,5
554,-21,-30,4
555,-21,-29,4
556,-22,-30,5
557,-22,-29,5
558,-21,-31,6
559,-21,-31,7
560,-21,-30,6
561,-21,-29,6
562,-21,-30,7
563,-21,-29,7
564,-20,-31,4
565,-19,-31,4
566,-20,-31,5
567,-19,-31,5
568,-18,-31,4
569,-17,-31,4
570,-18,-31,5
571,-17,-31,5
572,-20,-30,4
573,-19,-30,4
574,-20,-29,4
575,-19,-29,4
576,-20,-30,5
577,-19,-30,5
578,-20,-29,5
579,-19,-29,5
580,-18,-30,4
581,-17,-30,4
582,-18,-29,4
583,-17,-29,4
584,-18,-30,5
585,-17,-30,5
586,-18,-29,5
587,-17,-29,5
588,-20,-31,6
589,-19,-31,6
590,-20,-31,7
591,-19,-31,7
592,-18,-31,6
593,-17,-31,6
594,-18,-31,7
595,-17,-31,7
596,-20,-30,6
597,-19,-30,6
598,-20,-29,6
599,-19,-29,6
600,-20,-30,7
601,-19,-30,7
602,-20,-29,7
603,-19,-29,7
604,-18,-30,6
605,-17,-30,6
606,-18,-29,6
607,-17,-29,6
608,-18,-30,7
609,-17,-30,7
610,-18,-29,7
611,-17,-29,7
612,-21,-28,4
613,-21,-27,4
614,-22,-28,5
615,-22,-27,5
616,-21,-27,5
617,-21,-26,4
618,-21,-25,4
619,-22,-26,5
620,-21,-26,5
621,-22,-25,5
622,-21,-25,5
623,-21,-28,6
624,-21,-27,6
625,-21,-28,7
626,-21,-27,7
627,-21,-26,6
628,-21,-25,6
629,-21,-26,7
630,-21,-25,7
631,-20,-28,4
632,-19,-28,4
633,-20,-27,4
634,-19,-27,4
635,-20,-28,5
636,-19,-28,5
637,-20,-27,5
638,-19,-27,5
639,-18,-28,4
640,-17,-28,4
641,-18,-27,4
642,-17,-27,4
643,-18,-28,5
644,-17,-28,5
645,-18,-27,5
646,-17,-27,5
647,-20,-26,4
648,-19,-26,4
649,-20,-25,4
650,-19,-25,4
651,-20,-26,5
652,-19,-26,5
653,-20,-25,5
654,-19,-25,5
655,-18,-26,4
656,-17,-26,4
657,-18,-25,4
658,-17,-25,4
659,-18,-26,5
660,-17,-26,5
661,-18,-25,5
662,-17,-25,5
663,-20,-28,6
664,-19,-28,6
665,-20,-27,6
666,-19,-27,6
667,-20,-28,7
668,-19,-28,7
669,-20,-27,7
670,-19,-27,7
671,-18,-28,6
672,-17,-28,6
673,-18,-27,6
674,-17,-27,6
675,-18,-28,7
676,-17,-28,7
677,-18,-27,7
678,-17,-27,7
679,-20,-26,6
680,-19,-26,6
681,-20,-25,6
682,-19,-25,6
683,-20,-26,7
684,-19,-26,7
685,-20,-25,7
686,-19,-25,7
687,-18,-26,6
688,-17,-26,6
689,-18,-25,6
690,-17,-25,6
691,-18,-26,7
692,-17,-26,7
693,-18,-25,7
694,-17,-25,7
695,-27,-24,3
696,-26,-23,3
697,-25,-23,3
698,-31,-19,0
699,-32,-20,1
700,-31,-20,1
701,-31,-19,1
702,-30,-19,1
703,-29,-19,1
704,-32,-17,0
705,-31,-17,1
706,-30,-17,1
707,-29,-17,1
708,-31,-20,2
709,-31,-19,2
710,-31,-20,3
711,-31,-19,3
712,-30,-20,2
713,-30,-19,2
714,-29,-19,2
715,-30,-20,3
716,-29,-20,3
717,-30,-19,3
718,-29,-19,3
719,-31,-18,2
720,-32,-17,2
721,-31,-17,2
722,-31,-18,3
723,-31,-17,3
724,-30,-18,2
725,-29,-18,2
726,-30,-17,2
727,-29,-17,2
728,-30,-18,3
729,-29,-18,3
730,-30,-17,3
731,-29,-17,3
732,-28,-19,1
733,-27,-19,1
734,-26,-19,1
735,-25,-19,1
736,-28,-17,1
737,-27,-17,1
738,-26,-17,1
739,-28,-19,2
740,-27,-19,2
741,-28,-20,3
742,-28,-19,3
743,-27,-19,3
744,-25,-19,2
745,-26,-19,3
746,-25,-19,3
747,-28,-18,2
748,-27,-18,2
749,-28,-17,2
750,-28,-18,3
751,-27,-18,3
752,-28,-17,3
753,-27,-17,3
754,-26,-18,2
755,-25,-18,2
756,-25,-17,2
757,-26,-18,3
758,-25,-18,3
759,-26,-17,3
760,-25,-17,3
761,-32,-23,4
762,-31,-22,4
763,-32,-21,4
764,-31,-21,4
765,-31,-21,5
766,-30,-22,4
767,-29,-22,4
768,-30,-21,4
769,-29,-21,4
770,-31,-24,6
771,-30,-24,6
772,-29,-24,6
773,-30,-24,7
774,-29,-24,7
775,-31,-21,6
776,-32,-21,7
777,-31,-21,7
778,-30,-21,6
779,-29,-21,6
780,-30,-21,7
781,-29,-21,7
782,-28,-22,4
783,-27,-21,4
784,-26,-21,5
785,-25,-21,5
786,-28,-24,6
787,-27,-23,6
788,-28,-23,7
789,-27,-23,7
790,-26,-23,6
791,-25,-23,6
792,-28,-21,6
793,-27,-21,6
794,-28,-21,7
795,-26,-21,6
796,-26,-22,7
797,-25,-22,7
798,-25,-21,7
799,-31,-20,4
800,-31,-19,4
801,-31,-20,5
802,-31,-19,5
803,-30,-20,4
804,-29,-20,4
805,-30,-19,4
806,-29,-19,4
807,-30,-20,5
808,-29,-20,5
809,-30,-19,5
810,-29,-19,5
811,-31,-18,4
812,-31,-17,4
813,-31,-18,5
814,-31,-17,5
815,-30,-18,4
816,-29,-18,4
817,-30,-17,4
818,-29,-17,4
819,-30,-18,5
820,-29,-18,5
821,-30,-17,5
822,-29,-17,5
823,-31,-20,6
824,-31,-19,6
825,-31,-20,7
826,-31,-19,7
827,-30,-20,6
828,-29,-20,6
829,-30,-19,6
830,-29,-19,6
831,-30,-20,7
832,-29,-20,7
833,-30,-19,7
834,-29,-19,7
835,-31,-18,6
836,-31,-17,6
837,-31,-18,7
838,-31,-17,7
839,-30,-18,6
840,-29,-18,6
841,-30,-17,6
842,-29,-17,6
843,-30,-18,7
844,-29,-18,7
845,-30,-17,7
846,-29,-17,7
847,-28,-20,4
848,-27,-20,4
849,-28,-19,4
850,-27,-19,4
851,-28,-20,5
852,-27,-20,5
853,-28,-19,5
854,-27,-19,5
855,-26,-20,4
856,-25,-20,4
857,-26,-19,4
858,-25,-19,4
859,-26,-20,5
860,-25,-20,5
861,-26,-19,5
862,-25,-19,5
863,-28,-18,4
864,-27,-18,4
865,-28,-17,4
866,-27,-17,4
867,-28,-18,5
868,-27,-18,5
869,-28,-17,5
870,-27,-17,5
871,-26,-18,4
872,-25,-18,4
873,-26,-17,4
874,-25,-17,4
875,-26,-18,5
876,-25,-18,5
877,-26,-17,5
878,-25,-17,5
879,-28,-20,6
880,-27,-20,6
881,-28,-19,6
882,-27,-19,6
883,-28,-20,7
884,-27,-20,7
885,-28,-19,7
886,-27,-19,7
887,-26,-20,6
888,-25,-20,6
889,-26,-19,6
890,-25,-19,6
891,-26,-20,7
892,-25,-20,7
893,-26,-19,7
894,-25,-19,7
895,-28,-18,6
896,-27,-18,6
897,-28,-17,6
898,-27,-17,6
899,-28,-18,7
900,-27,-18,7
901,-28,-17,7
902,-27,-17,7
903,-26,-18,6
904,-25,-18,6
905,-26,-17,6
906,-25,-17,6
907,-26,-18,7
908,-25,-18,7
909,-26,-17,7
910,-25,-17,7
911,-19,-24,2
912,-19,-23,2
913,-20,-24,3
914,-20,-23,3
915,-17,-24,2
916,-18,-24,3
917,-17,-24,3
918,-18,-23,3
919,-17,-23,3
920,-20,-22,3
921,-19,-22,3
922,-20,-21,3
923,-19,-21,3
924,-17,-22,3
925,-17,-21,3
926,-24,-19,1
927,-23,-19,1
928,-24,-19,2
929,-23,-19,2
930,-24,-19,3
931,-23,-19,3
932,-22,-19,2
933,-21,-19,2
934,-22,-19,3
935,-21,-19,3
936,-24,-18,2
937,-24,-17,2
938,-23,-17,2
939,-24,-18,3
940,-23,-18,3
941,-24,-17,3
942,-23,-17,3
943,-22,-17,2
944,-21,-17,2
945,-22,-18,3
946,-21,-18,3
947,-22,-17,3
948,-21,-17,3
949,-20,-19,2
950,-19,-19,2
951,-20,-20,3
952,-19,-20,3
953,-20,-19,3
954,-19,-19,3
955,-18,-19,2
956,-17,-19,2
957,-18,-20,3
958,-18,-19,3
959,-17,-19,3
960,-20,-17,2
961,-20,-18,3
962,-19,-18,3
963,-20,-17,3
964,-19,-17,3
965,-18,-18,3
966,-17,-18,3
967,-18,-17,3
968,-17,-17,3
969,-21,-24,4
970,-21,-23,4
971,-21,-24,5
972,-21,-23,5
973,-24,-22,4
974,-23,-22,4
975,-21,-22,4
976,-21,-21,4
977,-21,-22,5
978,-22,-21,5
979,-21,-21,5
980,-24,-23,6
981,-23,-23,6
982,-22,-24,6
983,-21,-24,6
984,-22,-23,6
985,-21,-23,6
986,-21,-24,7
987,-21,-23,7
988,-24,-21,7
989,-23,-21,7
990,-22,-22,6
991,-21,-22,6
992,-22,-21,6
993,-21,-21,6
994,-21,-22,7
995,-21,-21,7
996,-20,-24,4
997,-19,-24,4
998,-20,-23,4
999,-19,-23,4
1000,-20,-24,5
1001,-19,-24,5
1002,-20,-23,5
1003,-19,-23,5
1004,-18,-24,4
1005,-17,-24,4
1006,-18,-23,4
1007,-17,-23,4
1008,-18,-24,5
1009,-17,-24,5
1010,-18,-23,5
1011,-17,-23,5
1012,-20,-22,4
1013,-19,-22,4
1014,-20,-21,4
1015,-19,-21,4
1016,-20,-22,5
1017,-19,-22,5
1018,-20,-21,5
1019,-19,-21,5
1020,-18,-22,4
1021,-17,-22,4
1022,-17,-21,4
1023,-18,-22,5
1024,-17,-22,5
1025,-18,-21,5
1026,-17,-21,5
1027,-20,-24,6
1028,-19,-24,6
1029,-20,-23,6
1030,-19,-23,6
1031,-20,-24,7
1032,-19,-24,7
1033,-20,-23,7
1034,-19,-23,7
1035,-18,-24,6
1036,-17,-24,6
1037,-18,-23,6
1038,-17,-23,6
1039,-18,-24,7
1040,-17,-24,7
1041,-18,-23,7
1042,-17,-23,7
1043,-20,-22,6
1044,-19,-22,6
1045,-20,-21,6
1046,-19,-21,6
1047,-20,-22,7
1048,-19,-22,7
1049,-20,-21,7
1050,-19,-21,7
1051,-18,-22,6
1052,-17,-22,6
1053,-18,-21,6
1054,-17,-21,6
1055,-18,-22,7
1056,-17,-22,7
1057,-18,-21,7
1058,-17,-21,7
1059,-24,-20,4
1060,-24,-19,4
1061,-23,-19,4
1062,-24,-20,5
1063,-23,-20,5
1064,-24,-19,5
1065,-23,-19,5
1066,-21,-20,4
1067,-22,-19,4
1068,-21,-19,4
1069,-22,-20,5
1070,-21,-20,5
1071,-22,-19,5
1072,-21,-19,5
1073,-24,-18,4
1074,-23,-18,4
1075,-24,-17,4
1076,-23,-17,4
1077,-24,-18,5
1078,-23,-18,5
1079,-24,-17,5
1080,-23,-17,5
1081,-22,-18,4
1082,-21,-18,4
1083,-22,-17,4
1084,-21,-17,4
1085,-22,-18,5
1086,-21,-18,5
1087,-22,-17,5
1088,-21,-17,5
1089,-24,-20,6
1090,-23,-20,6
1091,-24,-19,6
1092,-23,-19,6
1093,-24,-20,7
1094,-23,-20,7
1095,-24,-19,7
1096,-23,-19,7
1097,-22,-20,6
1098,-21,-20,6
1099,-22,-19,6
1100,-21,-19,6
1101,-22,-20,7
1102,-21,-20,7
1103,-22,-19,7
1104,-21,-19,7
1105,-24,-18,6
1106,-23,-18,6
1107,-24,-17,6
1108,-23,-17,6
1109,-24,-18,7
1110,-23,-18,7
1111,-24,-17,7
1112,-23,-17,7
1113,-22,-18,6
1114,-21,-18,6
1115,-22,-17,6
1116,-21,-17,6
1117,-22,-18,7
1118,-21,-18,7
1119,-22,-17,7
1120,-21,-17,7
1121,-20,-20,4
1122,-19,-20,4
1123,-20,-19,4
1124,-19,-19,4
1125,-20,-20,5
1126,-19,-20,5
1127,-20,-19,5
1128,-19,-19,5
1129,-18,-20,4
1130,-18,-19,4
1131,-17,-19,4
1132,-18,-20,5
1133,-17,-20,5
1134,-18,-19,5
1135,-17,-19,5
1136,-20,-18,4
1137,-19,-18,4
1138,-20,-17,4
1139,-19,-17,4
1140,-20,-18,5
1141,-19,-18,5
1142,-20,-17,5
1143,-19,-17,5
1144,-18,-18,4
1145,-17,-18,4
1146,-18,-17,4
1147,-17,-17,4
1148,-18,-18,5
1149,-17,-18,5
1150,-18,-17,5
1151,-17,-17,5
1152,-20,-20,6
1153,-19,-20,6
1154,-20,-19,6
1155,-19,-19,6
1156,-20,-20,7
1157,-19,-20,7
1158,-20,-19,7
1159,-19,-19,7
1160,-18,-20,6
1161,-17,-20,6
1162,-18,-19,6
1163,-17,-19,6
1164,-18,-20,7
1165,-17,-20,7
1166,-18,-19,7
1167,-17,-19,7
1168,-20,-18,6
1169,-19,-18,6
1170,-20,-17,6
1171,-19,-17,6
1172,-20,-18,7
1173,-19,-18,7
1174,-20,-17,7
1175,-19,-17,7
1176,-18,-18,6
1177,-17,-18,6
1178,-18,-17,6
1179,-17,-17,6
1180,-18,-18,7
1181,-17,-18,7
1182,-18,-17,7
1183,-17,-17,7
1184,-21,-31,8
1185,-21,-31,9
1186,-21,-30,8
1187,-21,-30,9
1188,-21,-29,9
1189,-21,-31,11
1190,-21,-30,11
1191,-21,-29,11
1192,-20,-31,8
1193,-19,-31,8
1194,-19,-32,9
1195,-20,-31,9
1196,-19,-31,9
1197,-18,-31,8
1198,-17,-31,8
1199,-18,-31,9
1200,-17,-31,9
1201,-20,-30,8
1202,-19,-30,8
1203,-20,-29,8
1204,-19,-29,8
1205,-20,-30,9
1206,-19,-30,9
1207,-20,-29,9
1208,-19,-29,9
1209,-18,-30,8
1210,-17,-30,8
1211,-18,-29,8
1212,-17,-29,8
1213,-18,-30,9
1214,-17,-30,9
1215,-18,-29,9
1216,-17,-29,9
1217,-20,-31,10
1218,-19,-31,10
1219,-20,-31,11
1220,-19,-31,11
1221,-18,-31,10
1222,-17,-31,10
1223,-18,-31,11
1224,-17,-31,11
1225,-20,-30,10
1226,-19,-30,10
1227,-20,-29,10
1228,-19,-29,10
1229,-20,-30,11
1230,-19,-30,11
1231,-20,-29,11
1232,-19,-29,11
1233,-18,-30,10
1234,-17,-30,10
1235,-18,-29,10
1236,-17,-29,10
1237,-18,-30,11
1238,-17,-30,11
1239,-18,-29,11
1240,-17,-29,11
1241,-21,-28,9
1242,-21,-27,9
1243,-21,-25,8
1244,-21,-26,9
1245,-21,-25,9
1246,-21,-28,11
1247,-21,-27,11
1248,-21,-26,11
1249,-21,-25,11
1250,-20,-28,8
1251,-19,-28,8
1252,-20,-27,8
1253,-19,-27,8
1254,-20,-28,9
1255,-19,-28,9
1256,-20,-27,9
1257,-19,-27,9
1258,-18,-28,8
1259,-17,-28,8
1260,-18,-27,8
1261,-17,-27,8
1262,-18,-28,9
1263,-17,-28,9
1264,-18,-27,9
1265,-17,-27,9
1266,-20,-26,8
1267,-19,-26,8
1268,-20,-25,8
1269,-19,-25,8
1270,-20,-26,9
1271,-19,-26,9
1272,-20,-25,9
1273,-19,-25,9
1274,-18,-26,8
1275,-17,-26,8
1276,-18,-25,8
1277,-17,-25,8
1278,-18,-26,9
1279,-17,-26,9
1280,-18,-25,9
1281,-17,-25,9
1282,-20,-28,10
1283,-19,-28,10
1284,-20,-27,10
1285,-19,-27,10
1286,-20,-28,11
1287,-19,-28,11
1288,-20,-27,11
1289,-19,-27,11
1290,-18,-28,10
1291,-17,-28,10
1292,-18,-27,10
1293,-17,-27,10
1294,-18,-28,11
1295,-17,-28,11
1296,-18,-27,11
1297,-17,-27,11
1298,-20,-26,10
1299,-19,-26,10
1300,-20,-25,10
1301,-19,-25,10
1302,-20,-26,11
1303,-19,-26,11
1304,-20,-25,11
1305,-19,-25,11
1306,-18,-26,10
1307,-17,-26,10
1308,-18,-25,10
1309,-17,-25,10
1310,-18,-26,11
1311,-17,-26,11
1312,-18,-25,11
1313,-17,-25,11
1314,-21,-32,12
1315,-21,-31,12
1316,-21,-31,13
1317,-21,-30,12
1318,-21,-29,12
1319,-21,-29,13
1320,-21,-32,14
1321,-21,-31,14
1322,-22,-31,15
1323,-21,-31,15
1324,-22,-30,14
1325,-21,-30,14
1326,-22,-29,14
1327,-21,-29,14
1328,-20,-31,12
1329,-19,-31,12
1330,-20,-31,13
1331,-19,-31,13
1332,-18,-31,12
1333,-17,-31,12
1334,-18,-32,13
1335,-18,-31,13
1336,-20,-30,12
1337,-19,-30,12
1338,-20,-29,12
1339,-19,-29,12
1340,-20,-30,13
1341,-19,-30,13
1342,-20,-29,13
1343,-19,-29,13
1344,-18,-30,12
1345,-17,-30,12
1346,-18,-29,12
1347,-17,-29,12
1348,-18,-30,13
1349,-18,-29,13
1350,-20,-31,14
1351,-19,-31,14
1352,-20,-31,15
1353,-19,-31,15
1354,-18,-31,14
1355,-17,-32,15
1356,-18,-31,15
1357,-17,-31,15
